"","age.resp","books.per.year"
"3613",54,50
"3614",65,16
"3615",50,25
"3616",50,12
"3617",28,30
"3618",76,60
"3619",47,25
"3620",70,10
"3621",42,50
"3622",33,55
"3623",68,60
"3624",48,10
"3625",17,50
"3626",75,50
"3627",25,12
"3628",70,30
"3629",53,25
"3630",70,30
"3631",59,30
"3632",58,20
"3633",64,18
"3634",65,25
"3635",45,15
"3636",53,50
"3637",19,60
"3638",70,12
"3639",60,60
"3640",51,80
"3641",46,15
"3642",63,50
"3643",32,8
"3644",43,25
"3645",63,25
"3646",55,18
"3647",33,40
"3648",64,18
"3649",68,20
"3650",45,70
"3651",29,10
"3652",55,10
"3653",68,15
"3654",41,30
"3655",62,30
"3656",38,25
"3657",48,10
"3658",63,15
"3659",63,25
"3660",61,7
"3661",67,50
"3662",46,80
"3663",87,40
"3664",60,40
"3665",47,12
"3666",57,15
"3667",42,10
"3668",61,10
"3669",37,10
"3670",35,15
"3671",67,120
"3672",65,6
"3673",71,15
"3674",78,30
"3675",80,40
"3676",64,15
"3677",54,65
"3678",38,60
"3679",77,12
"3680",40,20
"3681",22,30
"3682",34,10
"3683",69,25
"3684",68,5
"3685",37,20
"3686",61,6
"3687",49,15
"3688",27,52
"3689",65,20
"3690",63,12
"3691",55,100
"3692",22,30
"3693",82,20
"3694",52,5
"3695",52,100
"3696",64,10
"3697",55,50
"3698",64,45
"3699",33,10
"3700",29,50
"3701",29,20
"3702",55,25
"3703",31,30
"3704",69,60
"3705",45,25
"3706",56,60
"3707",63,30
"3708",67,30
"3709",57,30
"3710",31,20
"3711",48,5
"3712",58,10
"3713",58,30
"3714",45,10
"3715",27,16
"3716",63,30
"3717",83,50
"3718",75,12
"3719",49,15
"3720",30,15
"3721",57,10
"3722",32,30
"3723",38,10
"3724",57,25
"3725",61,24
"3726",50,40
"3727",42,100
"3728",52,65
"3729",25,40
"3730",60,25
"3731",84,40
"3732",54,60
"3733",66,50
"3734",55,24
"3735",54,50
"3736",75,10
"3737",28,30
"3738",22,8
"3739",54,110
"3740",70,50
"3741",64,50
"3742",71,30
"3743",68,15
"3744",70,10
"3745",30,25
"3746",69,35
"3747",41,20
"3748",59,20
"3749",73,14
"3750",67,4
"3751",28,10
"3752",71,10
"3753",49,20
"3754",46,50
"3755",23,60
"3756",66,15
"3757",58,12
"3758",27,50
"3759",59,20
"3760",25,20
"3761",64,25
"3762",66,36
"3763",56,24
"3764",58,80
"3765",25,8
"3766",53,15
"3767",70,8
"3768",30,20
"3769",54,50
"3770",57,50
"3771",59,25
"3772",54,20
"3773",47,15
"3774",42,40
"3775",54,25
"3776",54,40
"3777",80,12
"3778",41,50
"3779",35,9
"3780",56,80
"3781",62,96
"3782",50,12
"3783",22,6
"3784",53,12
"3785",52,15
"3786",17,35
"3787",54,10
"3788",61,52
"3789",64,35
"3790",62,50
"3791",64,5
"3792",30,20
"3793",56,5
"3794",69,10
"3795",66,2
"3796",31,20
"3797",35,20
"3798",51,12
"3799",32,20
"3800",67,70
"3801",52,120
"3802",69,15
"3803",16,100
"3804",47,40
"3805",50,50
"3806",65,30
"3807",56,40
"3808",65,12
"3809",28,30
"3810",44,20
"3811",34,40
"3812",54,25
"3813",65,25
"3814",49,15
"3815",25,20
"3816",51,60
"3817",55,25
"3818",62,40
"3819",48,40
"3820",37,15
"3821",69,6
"3822",29,35
"3823",33,20
"3824",17,300
"3825",49,15
"3826",52,35
"3827",44,10
"3828",68,4
"3829",62,50
"3830",65,20
"3831",22,25
"3832",56,50
"3833",29,25
"3834",20,60
"3835",58,15
"3836",55,100
"3837",70,15
"3838",37,4
"3839",59,104
"3840",58,40
"3841",63,90
"3842",72,40
"3843",37,10
"3844",37,35
"3845",53,10
"3846",47,21
"3847",73,20
"3848",66,12
"3849",47,15
"3850",55,120
"3851",34,20
"3852",36,12
"3853",59,30
"3854",58,15
"3855",70,12
"3856",55,50
"3857",45,35
"3858",60,100
"3859",55,17
"3860",58,25
"3861",24,20
"3862",29,10
"3863",18,30
"3864",43,12
"3865",70,12
"3866",48,100
"3867",49,40
"3868",37,12
"3869",51,30
"3870",49,10
"3871",59,25
"3872",71,8
"3873",51,3
"3874",25,35
"3875",58,20
"3876",56,35
"3877",27,15
"3878",62,25
"3879",68,20
"3880",27,40
"3881",62,6
"3882",77,30
"3883",60,35
"3884",53,5
"3885",32,80
"3886",74,20
"3887",55,20
"3888",31,25
"3889",25,40
"3890",24,100
"3891",51,15
"3892",56,35
"3893",37,100
"3894",66,100
"3895",41,25
"3896",37,60
"3897",52,20
"3898",65,12
"3899",61,52
"3900",57,75
"3901",60,100
"3902",64,7
"3903",73,30
"3904",60,45
"3905",34,15
"3906",71,10
"3907",54,15
"3908",63,15
"3909",51,120
"3910",53,60
"3911",60,25
"3912",51,25
"3913",31,28
"3914",47,15
"3915",54,40
"3916",56,25
"3917",28,100
"3918",59,5
"3919",57,40
"3920",24,100
"3921",57,75
"3922",35,35
"3923",53,45
"3924",43,15
"3925",55,120
"3926",57,25
"3927",48,10
"3928",67,30
"3929",26,180
"3930",25,30
"3931",42,100
"3932",66,35
"3933",70,8
"3934",46,10
"3935",51,25
"3936",75,8
"3937",77,54
"3938",44,12
"3939",52,12
"3940",75,80
"3941",40,60
"3942",57,8
"3943",62,30
"3944",42,20
"3945",26,50
"3946",60,30
"3947",59,45
"3948",68,8
"3949",51,50
"3950",41,20
"3951",23,200
"3952",50,80
"3953",73,10
"3954",40,30
"3955",35,65
"3956",63,5
"3957",60,120
"3958",53,50
"3959",28,60
"3960",61,100
"3961",58,50
"3962",65,50
"3963",24,14
"3964",61,40
"3965",28,10
"3966",68,12
"3967",64,3
"3968",70,25
"3969",71,10
"3970",66,40
"3971",72,60
"3972",61,15
"3973",59,14
"3974",72,12
"3975",66,30
"3976",55,13
"3977",70,15
"3978",63,40
"3979",68,12
"3980",42,40
"3981",61,55
"3982",54,40
"3983",58,75
"3984",43,40
"3985",67,25
"3986",68,30
"3987",37,26
"3988",65,65
"3989",69,10
"3990",56,200
"3991",65,20
"3992",55,40
"3993",55,60
"3994",71,35
"3995",51,30
"3996",71,24
"3997",60,15
"3998",25,5
"3999",27,20
"4000",69,30
"4001",72,30
"4002",51,22
"4003",38,10
"4004",26,50
"4005",56,15
"4006",69,30
"4007",48,15
"4008",55,25
"4009",49,10
"4010",72,22
"4011",40,200
"4012",66,20
"4013",65,30
"4014",24,23
"4015",69,80
"4016",62,40
"4017",71,10
"4018",59,50
"4019",63,200
"4020",34,8
"4021",34,10
"4022",58,36
"4023",43,130
"4024",68,40
"4025",28,19
"4026",51,10
"4027",47,80
"4028",56,10
"4029",66,30
"4030",58,60
"4031",31,24
"4032",17,60
"4033",25,100
"4034",30,3
"4035",62,50
"4036",68,40
"4037",72,22
"4038",50,20
"4039",44,200
"4040",55,30
"4041",70,20
"4042",56,15
"4043",61,10
"4044",67,25
"4045",35,25
"4046",42,12
"4047",67,35
"4048",66,8
"4049",62,3
"4050",66,20
"4051",48,65
"4052",62,50
"4053",54,4
"4054",53,7
"4055",49,25
"4056",57,20
"4057",52,24
"4058",57,12
"4059",19,7
"4060",70,50
"4061",46,25
"4062",54,24
"4063",74,25
"4064",19,150
"4065",44,15
"4066",45,15
"4067",69,50
"4068",26,50
"4069",21,20
"4070",45,100
"4071",63,6
"4072",64,15
"4073",66,80
"4074",76,18
"4075",27,20
"4076",61,10
"4077",58,300
"4078",69,40
"4079",69,6
"4080",67,100
"4081",41,50
"4082",70,20
"4083",35,10
"4084",51,50
"4085",57,100
"4086",80,15
"4087",51,100
"4088",30,15
"4089",60,70
"4090",74,6
"4091",62,25
"4092",58,25
"4093",56,15
"4094",41,30
"4095",65,45
"4096",45,50
"4097",45,50
"4098",57,52
"4099",68,25
"4100",27,3
"4101",57,50
"4102",53,40
"4103",72,15
"4104",60,52
"4105",32,100
"4106",59,15
"4107",66,10
"4108",50,10
"4109",56,10
"4110",17,30
"4111",22,10
"4112",41,52
"4113",58,30
"4114",53,20
"4115",65,35
"4116",59,50
"4117",56,40
"4118",70,15
"4119",57,8
"4120",18,38
"4121",33,300
"4122",56,100
"4123",32,20
"4124",67,100
"4125",58,50
"4126",28,30
"4127",19,20
"4128",70,10
"4129",25,25
"4130",55,80
"4131",58,60
"4132",57,12
"4133",65,50
"4134",70,20
"4135",63,35
"4136",53,25
"4137",18,50
"4138",66,40
"4139",54,40
"4140",64,15
"4141",60,8
"4142",62,10
"4143",47,20
"4144",63,60
"4145",61,10
"4146",32,270
"4147",62,25
"4148",54,25
"4149",46,25
"4150",33,45
"4151",24,15
"4152",26,10
"4153",79,10
"4154",59,35
"4155",27,30
"4156",72,10
"4157",59,14
"4158",37,10
"4159",48,12
"4160",57,75
"4161",69,30
"4162",72,20
"4163",41,20
"4164",32,25
"4165",68,18
"4166",52,30
"4167",43,45
"4168",64,12
"4169",27,60
"4170",64,200
"4171",65,50
"4172",66,30
"4173",52,40
"4174",27,15
"4175",65,45
"4176",67,50
"4177",48,14
"4178",62,10
"4179",69,40
"4180",67,50
"4181",63,20
"4182",54,10
"4183",23,20
"4184",50,60
"4185",56,52
"4186",70,10
"4187",54,70
"4188",56,3
"4189",64,12
"4190",73,20
"4191",54,20
"4192",28,100
"4193",43,20
"4194",68,20
"4195",70,100
"4196",78,40
"4197",53,25
"4198",71,15
"4199",69,40
"4200",54,30
"4201",54,30
"4202",32,23
"4203",47,20
"4204",64,8
"4205",67,75
"4206",66,40
"4207",63,10
"4208",62,40
"4209",58,24
"4210",57,75
"4211",59,12
"4212",56,20
"4213",57,50
"4214",55,15
"4215",44,100
"4216",72,10
"4217",36,20
"4218",52,10
"4219",38,50
"4220",59,18
"4221",64,40
"4222",65,45
"4223",65,10
"4224",44,25
"4225",62,50
"4226",60,10
"4227",60,20
"4228",43,25
"4229",63,20
"4230",46,25
"4231",54,25
"4232",38,60
"4233",61,20
"4234",33,20
"4235",40,15
"4236",44,25
"4237",46,12
"4238",50,50
"4239",40,15
"4240",42,30
"4241",27,60
"4242",60,20
"4243",67,30
"4244",50,15
"4245",27,20
"4246",32,60
"4247",39,12
"4248",67,30
"4249",51,15
"4250",37,8
"4251",26,150
"4252",55,20
"4253",57,5
"4254",51,12
"4255",18,35
"4256",51,20
"4257",47,35
"4258",31,25
"4259",61,18
"4260",32,50
"4261",64,32
"4262",41,12
"4263",64,25
"4264",41,10
"4265",57,40
"4266",59,13
"4267",38,75
"4268",47,4
"4269",57,30
"4270",65,4
"4271",60,100
"4272",77,80
"4273",62,25
"4274",20,20
"4275",48,45
"4276",47,60
"4277",61,50
"4278",25,100
"4279",77,1
"4280",69,15
"4281",46,15
"4282",58,40
"4283",30,26
"4284",50,50
"4285",32,10
"4286",68,10
"4287",27,20
"4288",80,20
"4289",46,12
"4290",54,50
"4291",58,50
"4292",57,15
"4293",73,40
"4294",32,45
"4295",53,20
"4296",58,30
"4297",54,7
"4298",59,12
"4299",45,10
"4300",44,45
"4301",49,60
"4302",24,40
"4303",72,20
"4304",53,40
"4305",60,15
"4306",48,100
"4307",46,20
"4308",62,10
"4309",58,2
"4310",63,65
"4311",72,25
"4312",58,100
"4313",57,52
"4314",27,9
"4315",52,10
"4316",62,25
"4317",52,35
"4318",65,50
"4319",60,10
"4320",58,50
"4321",63,5
"4322",37,50
"4323",40,15
"4324",25,10
"4325",63,20
"4326",37,15
"4327",37,50
"4328",53,25
"4329",59,10
"4330",39,50
"4331",60,150
"4332",58,120
"4333",25,25
"4334",56,50
"4335",18,10
"4336",70,20
"4337",51,60
"4338",65,120
"4339",54,20
"4340",50,50
"4341",66,100
"4342",40,80
"4343",34,18
"4344",21,15
"4345",45,8
"4346",48,80
"4347",45,30
"4348",61,25
"4349",66,35
"4350",76,20
"4351",66,100
"4352",67,20
"4353",23,15
"4354",50,20
"4355",51,20
"4356",71,25
"4357",54,40
"4358",68,30
"4359",62,20
"4360",41,15
"4361",53,8
"4362",54,60
"4363",71,50
"4364",43,50
"4365",57,30
"4366",43,40
"4367",20,35
"4368",70,20
"4369",26,40
"4370",28,30
"4371",50,12
"4372",54,20
"4373",22,15
"4374",52,20
"4375",65,30
"4376",30,30
"4377",65,100
"4378",77,120
"4379",62,55
"4380",45,40
"4381",31,25
"4382",54,55
"4383",64,50
"4384",72,60
"4385",62,6
"4386",45,10
"4387",64,15
"4388",68,30
"4389",65,30
"4390",62,18
"4391",19,50
"4392",27,25
"4393",42,80
"4394",63,3
"4395",59,15
"4396",62,50
"4397",60,60
"4398",63,40
"4399",75,25
"4400",46,52
"4401",54,25
"4402",24,15
"4403",50,5
"4404",52,50
"4405",42,16
"4406",66,10
"4407",17,90
"4408",48,35
"4409",66,10
"4410",58,10
"4411",60,40
"4412",52,30
"4413",30,10
"4414",53,20
"4415",54,30
"4416",48,15
"4417",24,30
"4418",46,35
"4419",42,30
"4420",61,25
"4421",29,50
"4422",48,12
"4423",53,13
"4424",27,2
"4425",32,15
"4426",26,40
"4427",26,17
"4428",70,50
"4429",48,75
"4430",57,20
"4431",30,4
"4432",63,12
"4433",18,100
"4434",75,15
"4435",65,100
"4436",30,35
"4437",64,20
"4438",67,70
"4439",57,50
"4440",32,15
"4441",57,10
"4442",49,10
"4443",71,60
"4444",63,15
"4445",73,15
"4446",49,10
"4447",63,6
"4448",71,19
"4449",36,7
"4450",30,100
"4451",63,6
"4452",25,15
"4453",49,10
"4454",48,30
"4455",30,60
"4456",57,25
"4457",57,37
"4458",45,75
"4459",46,60
"4460",53,10
"4461",17,58
"4462",47,18
"4463",58,30
"4464",59,20
"4465",72,30
"4466",24,25
"4467",57,50
"4468",56,30
"4469",73,50
"4470",28,40
"4471",63,10
"4472",62,60
"4473",60,40
"4474",54,50
"4475",46,15
"4476",18,10
"4477",58,20
"4478",64,35
"4479",46,8
"4480",23,10
"4481",47,50
"4482",65,25
"4483",59,15
"4484",19,20
"4485",68,30
"4486",42,25
"4487",32,12
"4488",73,20
"4489",70,35
"4490",54,12
"4491",60,15
"4492",60,20
"4493",58,7
"4494",40,52
"4495",71,6
"4496",19,25
"4497",36,5
"4498",51,100
"4499",53,12
"4500",57,6
"4501",81,3
"4502",47,50
"4503",55,30
"4504",62,20
"4505",57,30
"4506",72,45
"4507",86,20
"4508",61,30
"4509",56,15
"4510",50,20
"4511",56,20
"4512",46,12
"4513",18,55
"4514",56,15
"4515",21,80
"4516",64,200
"4517",59,90
"4518",41,50
"4519",62,90
"4520",66,24
"4521",85,3
"4522",28,100
"4523",48,25
"4524",62,50
"4525",62,20
"4526",57,35
"4527",45,50
"4528",30,50
"4529",57,50
"4530",76,50
"4531",50,10
"4532",40,45
"4533",78,26
"4534",61,40
"4535",58,90
"4536",56,20
"4537",42,40
"4538",28,40
"4539",78,50
"4540",38,15
"4541",60,44
"4542",42,5
"4543",53,26
"4544",55,80
"4545",51,20
"4546",21,20
"4547",74,12
"4548",61,40
"4549",65,100
"4550",72,20
"4551",58,52
"4552",25,40
"4553",69,25
"4554",51,20
"4555",67,8
"4556",59,25
"4557",51,40
"4558",56,130
"4559",24,8
"4560",64,10
"4561",63,30
"4562",62,12
"4563",45,3
"4564",60,4
"4565",63,40
"4566",52,20
"4567",68,30
"4568",34,40
"4569",57,35
"4570",56,20
"4571",63,10
"4572",68,150
"4573",57,100
"4574",28,12
"4575",71,20
"4576",51,120
"4577",62,70
"4578",65,40
"4579",24,12
"4580",53,6
"4581",62,20
"4582",62,15
"4583",32,100
"4584",44,20
"4585",56,50
"4586",58,30
"4587",31,12
"4588",21,30
"4589",21,4
"4590",41,60
"4591",61,15
"4592",52,20
"4593",49,50
"4594",33,14
"4595",63,7
"4596",46,40
"4597",45,7
"4598",71,30
"4599",53,40
"4600",66,25
"4601",39,20
"4602",20,40
"4603",44,12
"4604",46,15
"4605",61,10
"4606",64,120
"4607",46,20
"4608",30,25
"4609",64,15
"4610",65,10
"4611",60,25
"4612",65,104
"4613",45,100
"4614",49,40
"4615",55,15
"4616",65,20
"4617",34,30
"4618",61,20
"4619",61,25
"4620",62,25
"4621",54,18
"4622",70,25
"4623",52,8
"4624",59,50
"4625",61,10
"4626",27,30
"4627",49,60
"4628",44,8
"4629",64,35
"4630",55,50
"4631",63,25
"4632",63,6
"4633",34,15
"4634",48,50
"4635",67,15
"4636",60,40
"4637",67,100
"4638",58,80
"4639",43,9
"4640",52,100
"4641",48,45
"4642",32,25
"4643",63,10
"4644",49,20
"4645",59,20
"4646",30,40
"4647",26,20
"4648",51,25
"4649",68,30
"4650",37,36
"4651",69,15
"4652",31,14
"4653",28,20
"4654",69,25
"4655",60,15
"4656",62,25
"4657",68,20
"4658",46,10
"4659",16,60
"4660",46,18
"4661",49,50
"4662",32,25
"4663",62,40
"4664",49,75
"4665",64,80
"4666",53,12
"4667",69,10
"4668",68,25
"4669",58,10
"4670",71,20
"4671",56,250
"4672",55,45
"4673",33,45
"4674",59,25
"4675",82,40
"4676",65,15
"4677",25,80
"4678",60,30
"4679",39,20
"4680",57,40
"4681",67,20
"4682",60,25
"4683",61,15
"4684",46,12
"4685",74,35
"4686",61,15
"4687",50,45
"4688",30,15
"4689",62,18
"4690",66,50
"4691",55,12
"4692",51,50
"4693",52,30
"4694",57,12
"4695",46,20
"4696",75,20
"4697",35,20
"4698",66,25
"4699",46,40
"4700",70,25
"4701",53,15
"4702",63,45
"4703",63,20
"4704",61,45
"4705",54,17
"4706",23,11
"4707",65,50
"4708",56,12
"4709",35,9
"4710",33,10
"4711",57,15
"4712",30,30
"4713",66,10
"4714",66,60
"4715",57,150
"4716",58,15
"4717",65,25
"4718",22,15
"4719",40,125
"4720",54,12
"4721",51,10
"4722",66,8
"4723",79,45
"4724",66,10
"4725",58,2
"4726",74,25
"4727",55,125
"4728",66,50
"4729",23,25
"4730",53,30
"4731",66,50
"4732",71,12
"4733",58,15
"4734",62,15
"4735",36,10
"4736",27,80
"4737",50,20
"4738",59,24
"4739",68,26
"4740",35,25
"4741",59,20
"4742",55,45
"4743",51,30
"4744",63,85
"4745",51,200
"4746",38,200
"4747",57,5
"4748",68,12
"4749",23,20
"4750",72,80
"4751",61,40
"4752",65,25
"4753",70,50
"4754",16,35
"4755",74,100
"4756",55,40
"4757",72,12
"4758",67,10
"4759",25,3
"4760",60,45
"4761",65,30
"4762",58,35
"4763",65,200
"4764",43,20
"4765",69,50
"4766",65,60
"4767",16,50
"4768",56,16
"4769",50,50
"4770",26,20
"4771",55,20
"4772",48,40
"4773",55,52
"4774",59,35
"4775",54,100
"4776",47,45
"4777",28,26
"4778",16,50
"4779",58,25
"4780",64,25
"4781",51,14
"4782",61,40
"4783",67,10
"4784",21,15
"4785",66,15
"4786",48,60
"4787",59,160
"4788",61,25
"4789",40,40
"4790",75,10
"4791",65,20
"4792",48,20
"4793",72,10
"4794",59,70
"4795",24,50
"4796",62,15
"4797",60,50
"4798",52,20
"4799",64,15
"4800",24,45
"4801",62,40
"4802",58,20
"4803",57,10
"4804",53,10
"4805",36,5
"4806",67,20
"4807",53,25
"4808",48,50
"4809",61,14
"4810",51,45
"4811",21,25
"4812",50,30
"4813",45,12
"4814",72,15
"4815",38,26
"4816",58,12
"4817",63,24
"4818",37,6
"4819",52,12
"4820",68,10
"4821",61,12
"4822",40,12
"4823",71,250
"4824",65,25
"4825",61,20
"4826",27,20
"4827",68,60
"4828",59,20
"4829",40,10
"4830",20,30
"4831",66,140
"4832",38,20
"4833",29,50
"4834",64,25
"4835",41,24
"4836",58,25
"4837",38,15
"4838",23,30
"4839",48,200
"4840",60,40
"4841",50,40
"4842",71,5
"4843",58,20
"4844",58,15
"4845",65,40
"4846",58,40
"4847",65,20
"4848",54,30
"4849",48,45
"4850",48,50
"4851",64,20
"4852",56,30
"4853",62,52
"4854",68,14
"4855",46,40
"4856",37,10
"4857",68,75
"4858",20,30
"4859",64,25
"4860",30,10
"4861",48,100
"4862",64,25
"4863",79,30
"4864",76,50
"4865",39,6
"4866",59,35
"4867",70,25
"4868",29,30
"4869",58,50
"4870",56,25
"4871",52,52
"4872",46,40
"4873",44,50
"4874",53,150
"4875",57,50
"4876",38,12
"4877",26,24
"4878",54,40
"4879",23,15
"4880",24,6
"4881",57,5
"4882",73,25
"4883",67,25
"4884",67,20
"4885",31,45
"4886",43,60
"4887",59,20
"4888",55,5
"4889",43,65
"4890",55,15
"4891",74,70
"4892",55,40
"4893",56,24
"4894",45,50
"4895",40,40
"4896",59,10
"4897",30,5
"4898",66,52
"4899",75,35
"4900",63,25
"4901",42,20
"4902",43,50
"4903",54,26
"4904",63,15
"4905",42,30
"4906",43,10
"4907",66,20
"4908",67,50
"4909",25,90
"4910",56,50
"4911",62,100
"4912",63,15
"4913",64,50
"4914",50,40
"4915",60,30
"4916",53,50
"4917",48,20
"4918",72,30
"4919",61,30
"4920",70,40
"4921",62,45
"4922",62,10
"4923",56,15
"4924",60,20
"4925",48,12
"4926",61,8
"4927",50,12
"4928",24,40
"4929",59,15
"4930",29,8
"4931",31,30
"4932",71,20
"4933",63,40
"4934",54,10
"4935",35,20
"4936",57,30
"4937",69,24
"4938",73,15
"4939",38,40
"4940",32,20
"4941",63,30
"4942",65,5
"4943",53,50
"4944",66,100
"4945",26,80
"4946",58,40
"4947",62,25
"4948",52,50
"4949",27,10
"4950",56,10
"4951",72,20
"4952",48,25
"4953",59,100
"4954",59,50
"4955",54,50
"4956",53,30
"4957",36,20
"4958",42,20
"4959",65,50
"4960",42,10
"4961",17,15
"4962",38,5
"4963",62,6
"4964",25,20
"4965",57,60
"4966",17,25
"4967",60,40
"4968",60,15
"4969",19,20
"4970",84,25
"4971",43,12
"4972",53,15
"4973",56,15
"4974",68,40
"4975",71,80
"4976",28,20
"4977",62,75
"4978",70,15
"4979",79,15
"4980",64,20
"4981",23,15
"4982",50,30
"4983",73,24
"4984",34,50
"4985",34,30
"4986",53,35
"4987",31,12
"4988",50,50
"4989",30,60
"4990",33,25
"4991",59,20
"4992",18,40
"4993",18,20
"4994",47,10
"4995",61,20
"4996",44,35
"4997",22,35
"4998",54,6
"4999",58,60
"5000",75,100
"5001",63,20
"5002",44,5
"5003",23,100
"5004",37,50
"5005",25,50
"5006",62,20
"5007",50,20
"5008",67,30
"5009",46,15
"5010",66,60
"5011",70,6
"5012",71,4
"5013",34,30
"5014",34,15
"5015",48,30
"5016",49,5
"5017",37,45
"5018",59,100
"5019",31,100
"5020",73,30
"5021",60,20
"5022",73,20
"5023",66,20
"5024",23,12
"5025",68,30
"5026",49,6
"5027",62,50
"5028",54,50
"5029",66,20
"5030",59,100
"5031",56,10
"5032",72,60
"5033",55,15
"5034",52,5
"5035",59,5
"5036",61,5
"5037",58,20
"5038",49,10
"5039",60,10
"5040",66,13
"5041",52,200
"5042",51,20
"5043",38,3
"5044",65,50
"5045",68,25
"5046",28,14
"5047",47,70
"5048",81,25
"5049",23,45
"5050",56,20
"5051",53,60
"5052",51,100
"5053",35,50
"5054",58,10
"5055",23,40
"5056",33,60
"5057",28,25
"5058",61,75
"5059",24,10
"5060",60,15
"5061",40,35
"5062",60,30
"5063",60,45
"5064",68,2
"5065",43,12
"5066",50,10
"5067",33,15
"5068",65,2
"5069",48,100
"5070",45,12
"5071",49,40
"5072",67,12
"5073",60,25
"5074",23,50
"5075",22,20
"5076",47,40
"5077",80,60
"5078",57,75
"5079",58,150
"5080",64,30
"5081",68,15
"5082",55,150
"5083",55,75
"5084",27,30
"5085",79,50
"5086",51,6
"5087",54,60
"5088",17,6
"5089",52,48
"5090",59,15
"5091",34,30
"5092",37,10
"5093",24,6
"5094",47,12
"5095",48,15
"5096",52,24
"5097",16,70
"5098",31,20
"5099",64,10
"5100",70,80
"5101",38,12
"5102",42,70
"5103",58,50
"5104",46,10
"5105",34,60
"5106",44,25
"5107",35,25
"5108",43,15
"5109",49,300
"5110",71,25
"5111",59,30
"5112",60,15
"5113",51,50
"5114",68,45
"5115",62,125
"5116",53,40
"5117",78,12
"5118",70,30
"5119",45,10
"5120",49,30
"5121",58,10
"5122",21,20
"5123",60,52
"5124",53,8
"5125",44,100
"5126",50,30
"5127",75,10
"5128",63,100
"5129",53,40
"5130",76,10
"5131",74,30
"5132",41,12
"5133",36,25
"5134",40,10
"5135",30,20
"5136",72,20
"5137",85,50
"5138",21,20
"5139",63,15
"5140",52,4
"5141",44,12
"5142",57,30
"5143",52,30
"5144",70,15
"5145",55,50
"5146",51,70
"5147",48,30
"5148",40,30
"5149",72,45
"5150",49,50
"5151",48,15
"5152",68,15
"5153",19,20
"5154",55,60
"5155",49,25
"5156",59,12
"5157",40,15
"5158",34,25
"5159",33,15
"5160",37,30
"5161",47,100
"5162",62,50
"5163",16,25
"5164",52,40
"5165",47,40
"5166",58,40
"5167",55,12
"5168",52,30
"5169",71,24
"5170",45,60
"5171",66,50
"5172",19,30
"5173",34,60
"5174",45,20
"5175",63,40
"5176",69,36
"5177",56,10
"5178",57,50
"5179",62,15
"5180",43,28
"5181",54,10
"5182",59,50
"5183",69,10
"5184",53,20
"5185",70,50
"5186",68,12
"5187",53,20
"5188",55,18
"5189",29,30
"5190",67,25
"5191",50,20
"5192",45,40
"5193",43,4
"5194",61,100
"5195",67,58
"5196",41,50
"5197",65,50
"5198",75,35
"5199",30,60
"5200",60,60
"5201",62,5
"5202",47,30
"5203",61,15
"5204",23,30
"5205",43,50
"5206",57,30
"5207",62,5
"5208",26,20
"5209",45,20
"5210",27,15
"5211",69,13
"5212",60,120
"5213",64,25
"5214",59,25
"5215",45,104
"5216",39,20
"5217",49,20
"5218",54,12
"5219",62,20
"5220",52,18
"5221",52,12
"5222",46,60
"5223",27,48
"5224",22,10
"5225",66,10
"5226",33,40
"5227",16,30
"5228",56,15
"5229",67,40
"5230",57,20
"5231",51,12
"5232",53,30
"5233",57,20
"5234",53,50
"5235",42,12
"5236",65,6
"5237",24,20
"5238",62,35
"5239",63,30
"5240",61,35
"5241",60,25
"5242",38,12
"5243",38,6
"5244",67,70
"5245",61,30
"5246",67,50
"5247",62,20
"5248",36,10
"5249",79,30
"5250",52,20
"5251",24,20
"5252",62,90
"5253",77,30
"5254",63,20
"5255",65,12
"5256",56,40
"5257",31,20
"5258",62,12
"5259",55,14
"5260",68,6
"5261",49,50
"5262",64,60
"5263",49,60
"5264",57,30
"5265",51,100
"5266",35,80
"5267",62,15
"5268",58,325
"5269",72,100
"5270",69,15
"5271",66,100
"5272",33,6
"5273",29,20
"5274",22,14
"5275",49,8
"5276",62,30
"5277",62,20
"5278",51,15
"5279",57,50
"5280",52,20
"5281",64,25
"5282",57,15
"5283",57,80
"5284",65,50
"5285",55,30
"5286",59,12
"5287",65,45
"5288",50,15
"5289",63,50
"5290",56,100
"5291",59,30
"5292",63,12
"5293",52,20
"5294",59,120
"5295",62,30
"5296",44,55
"5297",59,20
"5298",49,30
"5299",29,6
"5300",77,50
"5301",54,45
"5302",68,52
"5303",52,52
"5304",58,86
"5305",66,100
"5306",39,20
"5307",29,25
"5308",57,50
"5309",61,20
"5310",57,40
"5311",56,10
"5312",50,15
"5313",69,15
"5314",44,30
"5315",17,120
"5316",59,40
"5317",55,95
"5318",56,10
"5319",65,50
"5320",22,10
"5321",60,20
"5322",58,30
"5323",59,100
"5324",66,20
"5325",67,25
"5326",62,45
"5327",32,40
"5328",59,8
"5329",59,16
"5330",66,15
"5331",65,100
"5332",34,20
"5333",58,25
"5334",55,15
"5335",69,80
"5336",68,30
"5337",80,15
"5338",27,10
"5339",78,25
"5340",60,50
"5341",60,25
"5342",52,6
"5343",42,30
"5344",44,10
"5345",61,20
"5346",54,25
"5347",40,10
"5348",41,20
"5349",73,30
"5350",55,6
"5351",57,10
"5352",61,15
"5353",61,10
"5354",68,60
"5355",61,40
"5356",64,15
"5357",66,20
"5358",55,30
"5359",58,12
"5360",62,35
