"","age.resp","books.per.year"
"1865",40,15
"1866",37,50
"1867",61,15
"1868",60,75
"1869",53,50
"1870",34,70
"1871",51,2
"1872",52,30
"1873",48,20
"1874",67,40
"1875",55,12
"1876",33,40
"1877",21,50
"1878",60,10
"1879",53,15
"1880",41,18
"1881",75,50
"1882",58,25
"1883",41,15
"1884",59,25
"1885",37,15
"1886",82,25
"1887",43,5
"1888",53,6
"1889",69,45
"1890",62,40
"1891",37,100
"1892",55,75
"1893",50,80
"1894",68,25
"1895",68,50
"1896",66,60
"1897",51,20
"1898",63,20
"1899",57,45
"1900",32,25
"1901",64,50
"1902",44,20
"1903",35,25
"1904",27,50
"1905",47,12
"1906",45,20
"1907",66,80
"1908",77,40
"1909",58,40
"1910",55,40
"1911",58,10
"1912",63,40
"1913",16,10
"1914",49,12
"1915",25,125
"1916",58,40
"1917",45,35
"1918",44,30
"1919",71,60
"1920",55,40
"1921",62,16
"1922",56,25
"1923",76,15
"1924",56,40
"1925",56,20
"1926",32,30
"1927",44,10
"1928",57,50
"1929",65,60
"1930",76,12
"1931",78,8
"1932",57,15
"1933",49,12
"1934",79,15
"1935",47,60
"1936",68,40
"1937",67,15
"1938",51,10
"1939",54,20
"1940",59,55
"1941",75,10
"1942",57,9
"1943",64,156
"1944",60,40
"1945",51,15
"1946",63,20
"1947",48,20
"1948",61,30
"1949",39,25
"1950",48,15
"1951",30,100
"1952",57,10
"1953",65,30
"1954",58,50
"1955",70,40
"1956",48,20
"1957",67,12
"1958",46,50
"1959",70,30
"1960",59,18
"1961",24,52
"1962",42,50
"1963",63,25
"1964",60,30
"1965",39,10
"1966",54,8
"1967",48,20
"1968",64,40
"1969",71,30
"1970",49,4
"1971",34,12
"1972",74,18
"1973",62,50
"1974",24,8
"1975",23,16
"1976",26,4
"1977",55,8
"1978",49,35
"1979",54,12
"1980",42,3
"1981",24,50
"1982",51,250
"1983",36,25
"1984",66,20
"1985",32,10
"1986",52,15
"1987",44,18
"1988",59,25
"1989",68,12
"1990",63,30
"1991",48,100
"1992",51,5
"1993",62,50
"1994",75,25
"1995",54,40
"1996",71,120
"1997",56,10
"1998",52,10
"1999",42,30
"2000",66,40
"2001",60,20
"2002",46,55
"2003",35,14
"2004",70,50
"2005",70,10
"2006",56,12
"2007",54,10
"2008",63,20
"2009",50,70
"2010",48,10
"2011",55,50
"2012",25,10
"2013",55,40
"2014",64,15
"2015",65,80
"2016",47,10
"2017",31,52
"2018",44,75
"2019",63,30
"2020",59,30
"2021",57,300
"2022",35,8
"2023",61,4
"2024",48,40
"2025",47,25
"2026",35,40
"2027",52,15
"2028",26,15
"2029",66,20
"2030",32,12
"2031",22,50
"2032",44,15
"2033",73,35
"2034",40,30
"2035",66,10
"2036",51,30
"2037",67,5
"2038",54,20
"2039",44,150
"2040",44,60
"2041",34,15
"2042",61,100
"2043",56,26
"2044",67,12
"2045",35,6
"2046",50,10
"2047",62,45
"2048",66,40
"2049",54,60
"2050",65,18
"2051",62,40
"2052",25,70
"2053",35,60
"2054",48,40
"2055",53,25
"2056",65,10
"2057",69,15
"2058",54,40
"2059",33,15
"2060",63,30
"2061",46,20
"2062",58,30
"2063",78,10
"2064",55,45
"2065",56,50
"2066",28,80
"2067",53,20
"2068",19,35
"2069",47,30
"2070",72,15
"2071",26,6
"2072",59,30
"2073",63,25
"2074",28,25
"2075",55,125
"2076",72,75
"2077",69,15
"2078",58,15
"2079",29,20
"2080",55,15
"2081",19,15
"2082",62,14
"2083",69,30
"2084",67,12
"2085",61,150
"2086",34,100
"2087",31,60
"2088",57,50
"2089",75,25
"2090",51,20
"2091",48,20
"2092",46,50
"2093",45,70
"2094",47,200
"2095",34,52
"2096",69,10
"2097",48,6
"2098",66,6
"2099",47,20
"2100",52,50
"2101",55,7
"2102",56,30
"2103",40,30
"2104",45,20
"2105",33,20
"2106",66,30
"2107",61,25
"2108",19,25
"2109",65,45
"2110",43,25
"2111",49,50
"2112",33,12
"2113",67,25
"2114",66,14
"2115",30,15
"2116",67,20
"2117",53,40
"2118",66,150
"2119",52,25
"2120",51,40
"2121",45,15
"2122",50,50
"2123",50,25
"2124",50,40
"2125",30,12
"2126",46,50
"2127",63,7
"2128",41,40
"2129",66,120
"2130",52,52
"2131",54,10
"2132",70,12
"2133",62,60
"2134",79,10
"2135",54,14
"2136",26,30
"2137",24,45
"2138",49,14
"2139",56,45
"2140",49,20
"2141",63,20
"2142",52,24
"2143",59,100
"2144",58,200
"2145",51,20
"2146",41,40
"2147",59,45
"2148",64,10
"2149",64,6
"2150",35,30
"2151",70,25
"2152",49,30
"2153",26,30
"2154",42,45
"2155",67,20
"2156",59,20
"2157",40,3
"2158",36,100
"2159",28,12
"2160",44,5
"2161",22,5
"2162",62,30
"2163",30,30
"2164",59,12
"2165",43,5
"2166",59,20
"2167",89,4
"2168",35,25
"2169",83,30
"2170",65,50
"2171",51,60
"2172",38,25
"2173",75,10
"2174",30,6
"2175",26,100
"2176",66,60
"2177",39,60
"2178",63,50
"2179",24,50
"2180",64,60
"2181",38,14
"2182",25,50
"2183",27,50
"2184",65,25
"2185",31,40
"2186",50,250
"2187",58,50
"2188",43,15
"2189",63,36
"2190",58,60
"2191",32,15
"2192",39,70
"2193",67,8
"2194",68,60
"2195",80,50
"2196",80,6
"2197",74,35
"2198",61,30
"2199",24,15
"2200",21,50
"2201",66,40
"2202",75,50
"2203",40,50
"2204",30,25
"2205",49,25
"2206",66,35
"2207",55,150
"2208",35,3
"2209",70,20
"2210",49,30
"2211",69,5
"2212",48,100
"2213",50,40
"2214",29,40
"2215",54,100
"2216",71,50
"2217",58,60
"2218",32,40
"2219",64,140
"2220",27,20
"2221",50,25
"2222",45,12
"2223",52,8
"2224",45,35
"2225",50,18
"2226",48,30
"2227",67,40
"2228",32,12
"2229",64,30
"2230",53,6
"2231",55,15
"2232",55,70
"2233",52,30
"2234",44,30
"2235",48,55
"2236",47,24
"2237",58,45
"2238",64,6
"2239",39,70
"2240",51,50
"2241",56,20
"2242",50,150
"2243",50,26
"2244",45,40
"2245",26,150
"2246",58,10
"2247",35,24
"2248",60,15
"2249",44,45
"2250",55,80
"2251",58,12
"2252",55,60
"2253",51,50
"2254",65,60
"2255",66,12
"2256",72,18
"2257",46,20
"2258",57,35
"2259",67,30
"2260",61,26
"2261",51,10
"2262",56,40
"2263",61,200
"2264",66,12
"2265",48,12
"2266",56,30
"2267",47,10
"2268",64,15
"2269",69,80
"2270",60,40
"2271",50,200
"2272",45,17
"2273",67,30
"2274",30,50
"2275",52,100
"2276",60,26
"2277",36,35
"2278",73,75
"2279",83,20
"2280",66,8
"2281",46,12
"2282",40,20
"2283",51,30
"2284",26,6
"2285",47,50
"2286",54,20
"2287",58,20
"2288",45,70
"2289",22,15
"2290",28,15
"2291",53,18
"2292",34,40
"2293",60,12
"2294",59,50
"2295",61,40
"2296",72,45
"2297",49,100
"2298",29,3
"2299",49,22
"2300",45,50
"2301",25,12
"2302",66,20
"2303",70,200
"2304",38,35
"2305",36,5
"2306",63,50
"2307",16,34
"2308",42,15
"2309",45,30
"2310",71,10
"2311",66,12
"2312",27,25
"2313",66,100
"2314",57,40
"2315",70,55
"2316",44,5
"2317",43,45
"2318",62,3
"2319",63,10
"2320",51,20
"2321",54,50
"2322",25,30
"2323",68,15
"2324",69,30
"2325",67,10
"2326",58,15
"2327",32,8
"2328",62,30
"2329",32,8
"2330",54,20
"2331",54,25
"2332",62,20
"2333",26,15
"2334",33,100
"2335",72,100
"2336",43,12
"2337",65,25
"2338",35,20
"2339",55,20
"2340",32,40
"2341",43,20
"2342",68,40
"2343",65,35
"2344",65,40
"2345",49,40
"2346",63,3
"2347",46,50
"2348",66,40
"2349",17,10
"2350",48,30
"2351",70,100
"2352",64,1
"2353",55,20
"2354",53,30
"2355",67,50
"2356",66,24
"2357",41,60
"2358",45,40
"2359",69,60
"2360",23,10
"2361",69,50
"2362",64,6
"2363",53,25
"2364",66,14
"2365",59,15
"2366",53,20
"2367",62,40
"2368",59,25
"2369",50,15
"2370",63,10
"2371",68,40
"2372",51,35
"2373",17,15
"2374",51,50
"2375",52,60
"2376",77,45
"2377",49,30
"2378",23,20
"2379",61,30
"2380",69,20
"2381",65,12
"2382",17,20
"2383",33,7
"2384",50,50
"2385",78,12
"2386",33,50
"2387",62,15
"2388",69,15
"2389",67,12
"2390",22,35
"2391",58,15
"2392",68,75
"2393",55,10
"2394",71,15
"2395",65,25
"2396",42,35
"2397",62,30
"2398",58,25
"2399",66,20
"2400",44,50
"2401",56,45
"2402",69,20
"2403",58,20
"2404",22,12
"2405",36,50
"2406",74,15
"2407",52,25
"2408",56,20
"2409",54,20
"2410",63,80
"2411",40,50
"2412",56,30
"2413",60,20
"2414",57,20
"2415",60,40
"2416",38,50
"2417",62,20
"2418",24,30
"2419",64,25
"2420",74,90
"2421",67,35
"2422",69,50
"2423",49,30
"2424",43,12
"2425",26,10
"2426",51,25
"2427",55,40
"2428",65,100
"2429",39,2
"2430",62,50
"2431",61,200
"2432",65,50
"2433",64,24
"2434",58,20
"2435",62,25
"2436",63,20
"2437",61,50
"2438",62,60
"2439",55,25
"2440",36,24
"2441",31,30
"2442",19,35
"2443",55,15
"2444",35,10
"2445",31,15
"2446",46,50
"2447",59,50
"2448",47,18
"2449",58,200
"2450",39,8
"2451",64,100
"2452",41,60
"2453",66,12
"2454",47,60
"2455",41,25
"2456",44,10
"2457",57,15
"2458",28,20
"2459",73,30
"2460",39,20
"2461",62,15
"2462",62,25
"2463",35,10
"2464",25,40
"2465",54,40
"2466",41,60
"2467",62,40
"2468",58,100
"2469",41,3
"2470",60,30
"2471",48,15
"2472",77,60
"2473",56,40
"2474",44,20
"2475",67,5
"2476",53,25
"2477",50,50
"2478",33,30
"2479",65,60
"2480",65,40
"2481",44,4
"2482",34,30
"2483",78,5
"2484",53,12
"2485",40,15
"2486",65,80
"2487",65,12
"2488",49,30
"2489",62,16
"2490",29,45
"2491",50,12
"2492",63,25
"2493",49,50
"2494",67,12
"2495",33,50
"2496",36,25
"2497",65,50
"2498",71,10
"2499",37,20
"2500",36,15
"2501",42,52
"2502",66,20
"2503",54,10
"2504",59,15
"2505",34,100
"2506",70,40
"2507",38,15
"2508",58,20
"2509",51,20
"2510",58,65
"2511",60,25
"2512",55,55
"2513",16,25
"2514",60,15
"2515",78,30
"2516",62,30
"2517",68,40
"2518",63,20
"2519",56,40
"2520",60,25
"2521",71,40
"2522",67,150
"2523",35,50
"2524",36,45
"2525",42,35
"2526",58,10
"2527",65,30
"2528",55,40
"2529",73,40
"2530",72,6
"2531",30,24
"2532",52,75
"2533",64,60
"2534",30,5
"2535",53,12
"2536",58,8
"2537",38,10
"2538",59,5
"2539",64,15
"2540",60,20
"2541",41,60
"2542",54,45
"2543",49,10
"2544",41,30
"2545",54,35
"2546",47,100
"2547",60,20
"2548",55,60
"2549",68,15
"2550",68,22
"2551",59,52
"2552",54,45
"2553",64,50
"2554",57,20
"2555",71,15
"2556",80,8
"2557",62,50
"2558",48,15
"2559",56,15
"2560",86,70
"2561",39,13
"2562",48,10
"2563",56,50
"2564",62,15
"2565",73,25
"2566",54,5
"2567",23,20
"2568",51,20
"2569",53,12
"2570",68,10
"2571",32,14
"2572",47,80
"2573",79,7
"2574",29,15
"2575",41,20
"2576",18,40
"2577",80,6
"2578",68,35
"2579",71,25
"2580",46,15
"2581",63,10
"2582",48,12
"2583",25,35
"2584",69,25
"2585",48,55
"2586",25,30
"2587",62,100
"2588",67,100
"2589",66,40
"2590",36,12
"2591",70,60
"2592",54,40
"2593",51,20
"2594",54,10
"2595",17,10
"2596",51,20
"2597",56,52
"2598",67,50
"2599",18,12
"2600",52,35
"2601",42,26
"2602",59,30
"2603",38,100
"2604",61,20
"2605",72,100
"2606",55,5
"2607",65,15
"2608",62,40
"2609",65,50
"2610",62,20
"2611",66,20
"2612",68,40
"2613",22,20
"2614",60,25
"2615",48,10
"2616",55,50
"2617",44,15
"2618",85,12
"2619",52,75
"2620",61,70
"2621",58,15
"2622",55,30
"2623",54,9
"2624",51,12
"2625",32,12
"2626",42,15
"2627",66,50
"2628",64,50
"2629",42,40
"2630",35,20
"2631",71,10
"2632",47,40
"2633",59,25
"2634",53,30
"2635",61,40
"2636",51,8
"2637",21,50
"2638",70,25
"2639",47,10
"2640",25,30
"2641",28,55
"2642",28,8
"2643",39,12
"2644",49,20
"2645",76,100
"2646",58,40
"2647",56,30
"2648",49,15
"2649",63,250
"2650",71,10
"2651",68,30
"2652",59,25
"2653",40,30
"2654",54,25
"2655",61,20
"2656",33,50
"2657",55,8
"2658",51,24
"2659",35,15
"2660",65,50
"2661",65,20
"2662",61,37
"2663",30,40
"2664",51,75
"2665",50,15
"2666",63,45
"2667",64,25
"2668",67,15
"2669",55,140
"2670",65,40
"2671",61,20
"2672",71,4
"2673",58,52
"2674",53,30
"2675",56,12
"2676",57,25
"2677",67,200
"2678",56,50
"2679",26,35
"2680",53,20
"2681",51,5
"2682",65,12
"2683",69,75
"2684",57,30
"2685",56,35
"2686",90,25
"2687",47,10
"2688",65,25
"2689",61,20
"2690",57,15
"2691",41,10
"2692",65,20
"2693",61,2
"2694",26,20
"2695",54,20
"2696",58,20
"2697",31,80
"2698",40,30
"2699",66,6
"2700",34,20
"2701",66,15
"2702",71,10
"2703",64,80
"2704",59,40
"2705",17,25
"2706",62,30
"2707",62,15
"2708",68,36
"2709",51,55
"2710",46,20
"2711",46,4
"2712",62,25
"2713",68,15
"2714",61,30
"2715",30,25
"2716",77,36
"2717",51,20
"2718",69,10
"2719",54,24
"2720",27,20
"2721",16,10
"2722",44,8
"2723",64,40
"2724",17,4
"2725",68,30
"2726",56,12
"2727",65,10
"2728",45,52
"2729",44,50
"2730",90,100
"2731",49,6
"2732",54,130
"2733",67,44
"2734",65,35
"2735",68,100
"2736",66,20
"2737",65,10
"2738",19,10
"2739",34,4
"2740",67,80
"2741",33,20
"2742",66,25
"2743",62,35
"2744",37,15
"2745",65,52
"2746",66,100
"2747",70,40
"2748",55,50
"2749",23,50
"2750",52,50
"2751",24,25
"2752",50,15
"2753",59,50
"2754",26,65
"2755",66,150
"2756",52,100
"2757",48,100
"2758",74,10
"2759",66,14
"2760",42,12
"2761",70,16
"2762",76,24
"2763",56,70
"2764",39,3
"2765",53,40
"2766",62,25
"2767",41,8
"2768",48,24
"2769",65,35
"2770",53,50
"2771",74,6
"2772",37,40
"2773",17,15
"2774",63,10
"2775",64,25
"2776",70,25
"2777",72,8
"2778",25,6
"2779",55,40
"2780",43,25
"2781",53,20
"2782",58,15
"2783",65,15
"2784",67,20
"2785",69,4
"2786",65,8
"2787",67,75
"2788",71,40
"2789",29,25
"2790",65,20
"2791",51,150
"2792",66,12
"2793",57,6
"2794",36,25
"2795",53,12
"2796",64,20
"2797",36,6
"2798",57,4
"2799",59,15
"2800",66,6
"2801",56,20
"2802",63,40
"2803",55,30
"2804",60,20
"2805",51,40
"2806",60,30
"2807",42,20
"2808",68,20
"2809",63,40
"2810",75,15
"2811",30,25
"2812",41,10
"2813",53,100
"2814",58,12
"2815",42,70
"2816",68,30
"2817",54,50
"2818",24,25
"2819",30,2
"2820",62,12
"2821",32,25
"2822",59,15
"2823",54,30
"2824",63,100
"2825",27,12
"2826",57,30
"2827",38,25
"2828",51,150
"2829",55,30
"2830",65,10
"2831",51,18
"2832",64,30
"2833",58,10
"2834",16,52
"2835",63,100
"2836",40,40
"2837",57,12
"2838",47,40
"2839",57,12
"2840",52,25
"2841",52,15
"2842",71,12
"2843",55,15
"2844",50,10
"2845",47,60
"2846",23,200
"2847",70,25
"2848",74,15
"2849",68,25
"2850",55,15
"2851",55,12
"2852",32,30
"2853",62,20
"2854",58,24
"2855",30,10
"2856",59,20
"2857",53,35
"2858",52,12
"2859",28,20
"2860",53,10
"2861",49,14
"2862",57,40
"2863",55,8
"2864",46,50
"2865",53,5
"2866",41,35
"2867",44,45
"2868",30,120
"2869",50,20
"2870",62,40
"2871",32,10
"2872",35,50
"2873",55,25
"2874",68,24
"2875",42,20
"2876",60,20
"2877",59,110
"2878",24,30
"2879",46,20
"2880",46,20
"2881",46,50
"2882",54,70
"2883",35,40
"2884",67,50
"2885",47,25
"2886",59,60
"2887",60,30
"2888",57,20
"2889",68,40
"2890",50,30
"2891",50,50
"2892",60,120
"2893",66,10
"2894",31,15
"2895",59,12
"2896",34,40
"2897",66,60
"2898",68,30
"2899",40,30
"2900",68,20
"2901",36,25
"2902",26,30
"2903",22,75
"2904",77,350
"2905",63,45
"2906",16,25
"2907",28,13
"2908",29,15
"2909",22,40
"2910",61,45
"2911",69,25
"2912",74,20
"2913",73,26
"2914",53,20
"2915",54,12
"2916",28,10
"2917",35,40
"2918",28,14
"2919",46,25
"2920",24,25
"2921",54,10
"2922",50,30
"2923",45,20
"2924",46,30
"2925",48,10
"2926",24,20
"2927",25,22
"2928",68,10
"2929",64,10
"2930",60,12
"2931",50,25
"2932",63,25
"2933",61,30
"2934",79,100
"2935",67,10
"2936",65,120
"2937",49,50
"2938",67,12
"2939",66,15
"2940",57,6
"2941",57,100
"2942",50,10
"2943",66,20
"2944",63,20
"2945",49,55
"2946",63,15
"2947",75,60
"2948",65,20
"2949",49,20
"2950",53,10
"2951",53,75
"2952",50,52
"2953",64,25
"2954",44,8
"2955",46,25
"2956",64,12
"2957",38,24
"2958",59,60
"2959",23,30
"2960",64,20
"2961",64,70
"2962",50,12
"2963",19,20
"2964",55,15
"2965",70,60
"2966",87,25
"2967",65,30
"2968",27,15
"2969",69,150
"2970",58,30
"2971",41,180
"2972",23,30
"2973",48,20
"2974",29,25
"2975",50,100
"2976",72,15
"2977",76,45
"2978",49,5
"2979",58,10
"2980",50,10
"2981",65,30
"2982",34,20
"2983",21,5
"2984",66,30
"2985",25,10
"2986",69,90
"2987",21,20
"2988",66,30
"2989",58,20
"2990",55,6
"2991",59,25
"2992",52,50
"2993",56,5
"2994",57,40
"2995",17,70
"2996",41,10
"2997",24,100
"2998",60,12
"2999",69,40
"3000",56,5
"3001",76,10
"3002",52,6
"3003",62,20
"3004",43,20
"3005",61,30
"3006",58,25
"3007",43,20
"3008",50,35
"3009",52,50
"3010",49,12
"3011",73,100
"3012",18,100
"3013",21,80
"3014",64,10
"3015",68,40
"3016",75,20
"3017",45,15
"3018",68,12
"3019",65,15
"3020",63,25
"3021",76,25
"3022",63,40
"3023",51,25
"3024",37,10
"3025",60,35
"3026",25,60
"3027",58,110
"3028",66,40
"3029",59,15
"3030",46,25
"3031",27,6
"3032",50,20
"3033",59,150
"3034",57,20
"3035",48,15
"3036",72,25
"3037",19,35
"3038",35,8
"3039",54,20
"3040",53,50
"3041",33,60
"3042",22,20
"3043",56,8
"3044",65,10
"3045",47,15
"3046",91,20
"3047",54,25
"3048",40,17
"3049",68,35
"3050",61,40
"3051",52,8
"3052",55,75
"3053",64,50
"3054",59,100
"3055",65,15
"3056",54,30
"3057",83,35
"3058",48,25
"3059",71,20
"3060",47,100
"3061",52,6
"3062",63,15
"3063",51,100
"3064",37,30
"3065",58,30
"3066",67,15
"3067",55,30
"3068",61,15
"3069",77,50
"3070",27,50
"3071",56,40
"3072",25,15
"3073",54,20
"3074",42,12
"3075",65,30
"3076",71,25
"3077",58,15
"3078",63,15
"3079",61,12
"3080",65,50
"3081",16,5
"3082",50,12
"3083",57,12
"3084",68,30
"3085",44,60
"3086",54,25
"3087",60,50
"3088",59,60
"3089",69,4
"3090",54,6
"3091",27,7
"3092",17,3
"3093",62,20
"3094",58,70
"3095",63,100
"3096",58,15
"3097",59,25
"3098",47,20
"3099",47,40
"3100",56,20
"3101",54,15
"3102",61,80
"3103",56,40
"3104",58,25
"3105",72,50
"3106",58,150
"3107",58,15
"3108",69,70
"3109",52,100
"3110",49,4
"3111",54,200
"3112",42,24
"3113",61,10
"3114",63,10
"3115",66,15
"3116",24,12
"3117",42,120
"3118",56,10
"3119",49,20
"3120",20,6
"3121",43,20
"3122",67,30
"3123",59,20
"3124",68,35
"3125",58,15
"3126",40,30
"3127",53,30
"3128",17,20
"3129",70,15
"3130",46,52
"3131",30,20
"3132",47,15
"3133",79,20
"3134",66,10
"3135",55,50
"3136",54,20
"3137",61,70
"3138",47,20
"3139",29,5
"3140",25,35
"3141",39,15
"3142",57,40
"3143",53,40
"3144",63,10
"3145",47,20
"3146",62,6
"3147",60,45
"3148",51,45
"3149",38,18
"3150",59,150
"3151",61,30
"3152",34,30
"3153",27,10
"3154",64,15
"3155",59,20
"3156",61,20
"3157",65,12
"3158",51,6
"3159",65,30
"3160",53,7
"3161",26,40
"3162",20,30
"3163",43,30
"3164",36,18
"3165",73,8
"3166",67,25
"3167",28,10
"3168",65,50
"3169",43,6
"3170",63,30
"3171",52,10
"3172",49,50
"3173",55,52
"3174",64,20
"3175",63,50
"3176",61,100
"3177",54,20
"3178",37,25
"3179",65,20
"3180",51,12
"3181",50,70
"3182",39,20
"3183",57,12
"3184",42,20
"3185",66,50
"3186",60,10
"3187",20,60
"3188",20,25
"3189",33,180
"3190",21,50
"3191",64,50
"3192",65,30
"3193",73,52
"3194",47,6
"3195",28,4
"3196",50,35
"3197",33,75
"3198",60,30
"3199",51,25
"3200",61,12
"3201",65,10
"3202",79,52
"3203",70,50
"3204",75,10
"3205",58,35
"3206",34,50
"3207",37,10
"3208",47,10
"3209",51,20
"3210",72,35
"3211",67,70
"3212",65,20
"3213",59,20
"3214",59,50
"3215",63,52
"3216",51,25
"3217",67,20
"3218",57,30
"3219",27,3
"3220",65,100
"3221",22,11
"3222",33,85
"3223",51,10
"3224",51,15
"3225",50,18
"3226",58,24
"3227",58,12
"3228",43,10
"3229",23,13
"3230",69,10
"3231",50,47
"3232",58,20
"3233",74,25
"3234",43,45
"3235",45,2
"3236",24,80
"3237",49,12
"3238",53,100
"3239",62,15
"3240",75,30
"3241",33,70
"3242",25,15
"3243",68,100
"3244",62,60
"3245",37,3
"3246",25,80
"3247",42,52
"3248",58,24
"3249",58,40
"3250",75,90
"3251",57,12
"3252",58,40
"3253",60,50
"3254",24,24
"3255",27,52
"3256",46,60
"3257",64,10
"3258",64,10
"3259",35,12
"3260",29,12
"3261",38,60
"3262",65,18
"3263",47,10
"3264",69,25
"3265",64,8
"3266",17,50
"3267",65,20
"3268",35,75
"3269",63,12
"3270",56,6
"3271",40,12
"3272",50,25
"3273",40,10
"3274",57,137
"3275",60,25
"3276",55,30
"3277",53,15
"3278",67,20
"3279",61,24
"3280",61,55
"3281",49,2
"3282",63,200
"3283",55,100
"3284",32,52
"3285",64,25
"3286",58,13
"3287",62,100
"3288",80,200
"3289",30,20
"3290",66,12
"3291",70,10
"3292",62,15
"3293",40,40
"3294",62,50
"3295",90,10
"3296",22,60
"3297",55,50
"3298",60,15
"3299",36,50
"3300",60,50
"3301",69,50
"3302",67,32
"3303",25,75
"3304",56,25
"3305",46,40
"3306",82,40
"3307",63,10
"3308",71,30
"3309",60,20
"3310",62,25
"3311",37,25
"3312",65,20
"3313",21,20
"3314",53,20
"3315",58,20
"3316",65,15
"3317",57,30
"3318",29,15
"3319",69,10
"3320",65,50
"3321",60,80
"3322",47,35
"3323",45,40
"3324",62,50
"3325",50,80
"3326",31,12
"3327",41,5
"3328",54,30
"3329",76,14
"3330",37,52
"3331",48,30
"3332",67,20
"3333",61,10
"3334",51,50
"3335",65,20
"3336",63,24
"3337",58,25
"3338",59,20
"3339",66,30
"3340",51,15
"3341",66,150
"3342",66,50
"3343",59,24
"3344",63,15
"3345",63,15
"3346",54,25
"3347",44,100
"3348",53,60
"3349",60,30
"3350",48,20
"3351",64,10
"3352",74,12
"3353",57,25
"3354",57,15
"3355",45,100
"3356",72,40
"3357",55,75
"3358",33,10
"3359",55,15
"3360",69,6
"3361",48,20
"3362",73,35
"3363",73,50
"3364",73,50
"3365",44,12
"3366",64,25
"3367",22,40
"3368",55,50
"3369",58,20
"3370",54,25
"3371",47,10
"3372",60,50
"3373",52,15
"3374",57,15
"3375",49,40
"3376",31,10
"3377",51,18
"3378",53,50
"3379",66,20
"3380",38,10
"3381",56,50
"3382",28,6
"3383",69,20
"3384",58,18
"3385",40,70
"3386",49,25
"3387",66,50
"3388",25,20
"3389",18,20
"3390",63,30
"3391",17,5
"3392",29,5
"3393",54,8
"3394",42,5
"3395",58,90
"3396",51,25
"3397",23,150
"3398",34,25
"3399",20,4
"3400",23,5
"3401",57,30
"3402",59,30
"3403",59,20
"3404",32,10
"3405",43,10
"3406",60,50
"3407",41,10
"3408",34,24
"3409",79,12
"3410",25,55
"3411",49,15
"3412",48,50
"3413",63,10
"3414",40,50
"3415",55,25
"3416",59,80
"3417",61,25
"3418",64,25
"3419",50,4
"3420",23,17
"3421",64,100
"3422",50,30
"3423",23,15
"3424",38,15
"3425",62,50
"3426",66,20
"3427",75,60
"3428",66,12
"3429",57,50
"3430",32,30
"3431",63,15
"3432",69,40
"3433",66,100
"3434",73,20
"3435",65,40
"3436",57,50
"3437",38,3
"3438",44,50
"3439",55,20
"3440",50,60
"3441",58,5
"3442",56,24
"3443",26,30
"3444",54,30
"3445",19,80
"3446",59,9
"3447",61,50
"3448",37,25
"3449",41,15
"3450",57,27
"3451",65,70
"3452",51,15
"3453",33,100
"3454",60,25
"3455",50,40
"3456",63,25
"3457",60,25
"3458",60,100
"3459",53,25
"3460",46,5
"3461",58,200
"3462",45,20
"3463",60,60
"3464",57,50
"3465",51,60
"3466",65,20
"3467",23,10
"3468",44,40
"3469",54,20
"3470",42,80
"3471",33,30
"3472",58,55
"3473",48,40
"3474",62,10
"3475",67,6
"3476",52,25
"3477",79,60
"3478",52,10
"3479",70,20
"3480",68,25
"3481",44,25
"3482",51,15
"3483",45,40
"3484",67,6
"3485",22,15
"3486",46,25
"3487",22,25
"3488",46,15
"3489",58,40
"3490",68,150
"3491",48,60
"3492",67,25
"3493",53,7
"3494",55,40
"3495",45,20
"3496",57,40
"3497",61,40
"3498",78,20
"3499",64,20
"3500",34,20
"3501",62,12
"3502",68,50
"3503",75,2
"3504",83,100
"3505",42,25
"3506",63,3
"3507",59,10
"3508",61,50
"3509",80,15
"3510",55,45
"3511",20,20
"3512",42,20
"3513",28,120
"3514",58,10
"3515",62,10
"3516",73,50
"3517",49,50
"3518",63,20
"3519",55,20
"3520",27,20
"3521",32,100
"3522",26,50
"3523",51,15
"3524",65,50
"3525",50,15
"3526",57,70
"3527",62,50
"3528",53,24
"3529",62,25
"3530",51,12
"3531",55,20
"3532",59,50
"3533",49,50
"3534",30,40
"3535",45,12
"3536",41,120
"3537",55,25
"3538",35,30
"3539",75,30
"3540",54,50
"3541",42,30
"3542",40,10
"3543",63,15
"3544",61,15
"3545",59,45
"3546",38,50
"3547",60,50
"3548",62,20
"3549",65,40
"3550",29,14
"3551",29,25
"3552",34,100
"3553",73,6
"3554",50,25
"3555",27,20
"3556",74,25
"3557",48,20
"3558",54,50
"3559",64,15
"3560",63,8
"3561",63,50
"3562",63,15
"3563",51,20
"3564",53,10
"3565",67,50
"3566",50,50
"3567",42,50
"3568",19,30
"3569",60,6
"3570",54,40
"3571",33,12
"3572",65,30
"3573",65,30
"3574",65,30
"3575",48,55
"3576",70,20
"3577",52,120
"3578",20,50
"3579",35,30
"3580",62,18
"3581",28,10
"3582",57,100
"3583",57,50
"3584",63,50
"3585",64,12
"3586",62,50
"3587",70,15
"3588",30,8
"3589",44,80
"3590",65,25
"3591",28,15
"3592",56,20
"3593",24,75
"3594",21,15
"3595",61,1
"3596",68,12
"3597",36,40
"3598",65,20
"3599",59,30
"3600",68,45
"3601",66,20
"3602",59,40
"3603",35,40
"3604",68,30
"3605",59,15
"3606",53,12
"3607",66,50
"3608",36,4
"3609",57,22
"3610",47,25
"3611",55,10
"3612",69,15
