"","respondent_id","books.read"
"3447",3535,64
"3448",3536,8
"3449",3537,21
"3450",3538,12
"3451",3539,13
"3452",3540,16
"3453",3541,35
"3454",3542,3
"3455",3543,1
"3456",3544,15
"3457",3545,1
"3458",3546,21
"3459",3547,9
"3460",3548,16
"3461",3549,55
"3462",3550,3
"3463",3551,40
"3464",3552,42
"3465",3553,20
"3466",3554,6
"3467",3555,34
"3468",3556,59
"3469",3558,8
"3470",3559,37
"3471",3560,58
"3472",3561,18
"3473",3562,2
"3474",3563,5
"3475",3564,1
"3476",3565,39
"3477",3566,57
"3478",3567,46
"3479",3568,152
"3480",3569,9
"3481",3570,28
"3482",3571,62
"3483",3572,59
"3484",3573,19
"3485",3574,13
"3486",3575,68
"3487",3576,28
"3488",3577,26
"3489",3578,6
"3490",3579,26
"3491",3580,107
"3492",3581,21
"3493",3582,53
"3494",3583,54
"3495",3584,17
"3496",3585,24
"3497",3586,14
"3498",3587,35
"3499",3588,84
"3500",3589,7
"3501",3590,5
"3502",3591,82
"3503",3592,11
"3504",3593,34
"3505",3594,17
"3506",3595,2
"3507",3596,48
"3508",3597,77
"3509",3598,17
"3510",3599,28
"3511",3600,109
"3512",3601,32
"3513",3602,36
"3514",3603,6
"3515",3604,1
"3516",3605,56
"3517",3606,50
"3518",3607,5
"3519",3608,33
"3520",3609,54
"3521",3610,6
"3522",3611,54
"3523",3612,41
"3524",3613,74
"3525",3614,51
"3526",3615,25
"3527",3616,74
"3528",3617,13
"3529",3618,66
"3530",3619,20
"3531",3620,40
"3532",3621,9
"3533",3622,16
"3534",3623,35
"3535",3624,15
"3536",3625,15
"3537",3626,8
"3538",3627,9
"3539",3628,20
"3540",3629,11
"3541",3630,15
"3542",3631,20
"3543",3632,27
"3544",3633,10
"3545",3634,13
"3546",3635,31
"3547",3636,8
"3548",3637,28
"3549",3638,36
"3550",3639,27
"3551",3640,28
"3552",3641,44
"3553",3642,27
"3554",3643,15
"3555",3644,3
"3556",3645,13
"3557",3646,3
"3558",3647,3
"3559",3648,7
"3560",3649,8
"3561",3650,20
"3562",3651,23
"3563",3652,29
"3564",3653,4
"3565",3654,29
"3566",3655,1
"3567",3656,1
"3568",3657,24
"3569",3658,53
"3570",3659,2
"3571",3660,143
"3572",3661,36
"3573",3662,40
"3574",3663,22
"3575",3664,5
"3576",3665,9
"3577",3666,8
"3578",3667,18
"3579",3668,37
"3580",3669,21
"3581",3670,42
"3582",3671,21
"3583",3672,37
"3584",3673,11
"3585",3674,15
"3586",3675,49
"3587",3676,6
"3588",3677,2
"3589",3678,51
"3590",3679,80
"3591",3680,31
"3592",3681,59
"3593",3682,41
"3594",3683,14
"3595",3684,32
"3596",3685,18
"3597",3686,47
"3598",3687,55
"3599",3688,11
"3600",3689,72
"3601",3690,4
"3602",3691,31
"3603",3692,4
"3604",3693,29
"3605",3694,22
"3606",3695,15
"3607",3696,18
"3608",3697,39
"3609",3698,15
"3610",3699,9
"3611",3700,10
"3612",3701,14
"3613",3702,13
"3614",3703,39
"3615",3704,17
"3616",3705,38
"3617",3706,5
"3618",3707,20
"3619",3708,11
"3620",3709,27
"3621",3710,82
"3622",3711,6
"3623",3712,26
"3624",3713,19
"3625",3714,24
"3626",3715,17
"3627",3716,7
"3628",3717,21
"3629",3718,1
"3630",3719,38
"3631",3721,13
"3632",3722,3
"3633",3723,1
"3634",3724,4
"3635",3725,24
"3636",3726,19
"3637",3727,29
"3638",3728,44
"3639",3729,28
"3640",3730,6
"3641",3731,23
"3642",3732,45
"3643",3734,3
"3644",3735,23
"3645",3736,18
"3646",3737,118
"3647",3738,38
"3648",3739,3
"3649",3741,78
"3650",3742,22
"3651",3743,8
"3652",3744,10
"3653",3745,25
"3654",3746,19
"3655",3747,88
"3656",3748,11
"3657",3749,11
"3658",3750,24
"3659",3751,1
"3660",3752,19
"3661",3753,16
"3662",3754,45
"3663",3756,5
"3664",3757,53
"3665",3758,30
"3666",3759,26
"3667",3760,15
"3668",3761,16
"3669",3762,16
"3670",3763,66
"3671",3764,6
"3672",3765,20
"3673",3766,3
"3674",3767,8
"3675",3768,39
"3676",3769,76
"3677",3770,9
"3678",3771,23
"3679",3772,19
"3680",3773,2
"3681",3774,32
"3682",3775,18
"3683",3776,27
"3684",3777,41
"3685",3778,4
"3686",3779,5
"3687",3780,43
"3688",3781,60
"3689",3782,38
"3690",3783,15
"3691",3784,15
"3692",3785,21
"3693",3786,1
"3694",3787,13
"3695",3788,17
"3696",3789,30
"3697",3790,9
"3698",3791,25
"3699",3792,16
"3700",3793,15
"3701",3794,35
"3702",3795,64
"3703",3796,1
"3704",3797,48
"3705",3798,22
"3706",3799,16
"3707",3800,66
"3708",3801,7
"3709",3802,9
"3710",3803,22
"3711",3804,52
"3712",3805,1
"3713",3806,22
"3714",3807,35
"3715",3808,23
"3716",3809,15
"3717",3810,17
"3718",3811,16
"3719",3812,91
"3720",3813,18
"3721",3814,21
"3722",3815,44
"3723",3816,22
"3724",3817,97
"3725",3818,39
"3726",3819,1
"3727",3820,7
"3728",3821,81
"3729",3822,48
"3730",3823,6
"3731",3824,26
"3732",3825,4
"3733",3826,20
"3734",3827,24
"3735",3828,50
"3736",3829,56
"3737",3830,40
"3738",3831,10
"3739",3832,13
"3740",3833,42
"3741",3834,1
"3742",3835,13
"3743",3836,2
"3744",3837,2
"3745",3838,29
"3746",3839,10
"3747",3840,40
"3748",3841,1
"3749",3842,62
"3750",3843,1
"3751",3844,1
"3752",3845,28
"3753",3846,94
"3754",3847,39
"3755",3848,46
"3756",3849,10
"3757",3850,39
"3758",3851,3
"3759",3852,30
"3760",3853,5
"3761",3854,77
"3762",3855,68
"3763",3856,10
"3764",3857,90
"3765",3858,40
"3766",3859,40
"3767",3860,49
"3768",3861,3
"3769",3862,10
"3770",3863,9
"3771",3864,40
"3772",3865,1
"3773",3866,45
"3774",3867,28
"3775",3868,26
"3776",3869,10
"3777",3870,89
"3778",3871,9
"3779",3872,18
"3780",3873,15
"3781",3874,4
"3782",3875,6
"3783",3876,54
"3784",3877,28
"3785",3878,22
"3786",3879,1
"3787",3880,27
"3788",3881,36
"3789",3882,62
"3790",3883,53
"3791",3884,7
"3792",3885,11
"3793",3886,10
"3794",3887,1
"3795",3888,35
"3796",3889,7
"3797",3890,25
"3798",3891,29
"3799",3893,22
"3800",3894,4
"3801",3895,13
"3802",3896,5
"3803",3897,29
"3804",3898,108
"3805",3899,43
"3806",3900,45
"3807",3901,36
"3808",3902,21
"3809",3903,14
"3810",3904,30
"3811",3905,1
"3812",3906,48
"3813",3907,36
"3814",3908,55
"3815",3909,9
"3816",3910,1
"3817",3911,45
"3818",3912,10
"3819",3913,70
"3820",3914,13
"3821",3915,4
"3822",3916,13
"3823",3917,26
"3824",3918,62
"3825",3919,9
"3826",3920,16
"3827",3921,28
"3828",3922,43
"3829",3923,27
"3830",3924,1
"3831",3925,13
"3832",3926,18
"3833",3927,16
"3834",3928,29
"3835",3929,13
"3836",3930,46
"3837",3931,12
"3838",3932,18
"3839",3933,11
"3840",3934,27
"3841",3935,15
"3842",3936,94
"3843",3937,46
"3844",3938,2
"3845",3939,34
"3846",3940,8
"3847",3941,18
"3848",3942,49
"3849",3943,32
"3850",3944,26
"3851",3945,3
"3852",3946,11
"3853",3947,8
"3854",3948,5
"3855",3949,5
"3856",3950,19
"3857",3952,112
"3858",3953,23
"3859",3954,1
"3860",3955,24
"3861",3956,22
"3862",3957,15
"3863",3958,62
"3864",3959,23
"3865",3960,93
"3866",3961,21
"3867",3962,11
"3868",3963,28
"3869",3964,66
"3870",3965,19
"3871",3966,19
"3872",3967,23
"3873",3968,129
"3874",3969,27
"3875",3970,31
"3876",3971,75
"3877",3972,8
"3878",3973,14
"3879",3974,7
"3880",3975,11
"3881",3976,4
"3882",3977,14
"3883",3978,36
"3884",3980,32
"3885",3981,3
"3886",3982,4
"3887",3983,33
"3888",3984,70
"3889",3985,1
"3890",3986,44
"3891",3987,38
"3892",3988,10
"3893",3989,58
"3894",3990,13
"3895",3991,1
"3896",3992,30
"3897",3993,13
"3898",3994,1
"3899",3995,57
"3900",3996,19
"3901",3997,16
"3902",3998,13
"3903",3999,24
"3904",4001,23
"3905",4002,15
"3906",4003,19
"3907",4004,24
"3908",4005,87
"3909",4006,14
"3910",4007,5
"3911",4008,9
"3912",4009,11
"3913",4010,1
"3914",4011,8
"3915",4012,8
"3916",4013,7
"3917",4014,33
"3918",4015,159
"3919",4016,9
"3920",4017,18
"3921",4018,16
"3922",4019,44
"3923",4020,24
"3924",4021,14
"3925",4022,12
"3926",4023,7
"3927",4024,10
"3928",4025,63
"3929",4026,10
"3930",4027,34
"3931",4028,13
"3932",4029,1
"3933",4030,66
"3934",4031,18
"3935",4032,40
"3936",4033,18
"3937",4034,49
"3938",4035,27
"3939",4036,33
"3940",4037,27
"3941",4038,1
"3942",4039,15
"3943",4040,18
"3944",4041,40
"3945",4042,1
"3946",4043,6
"3947",4044,18
"3948",4045,24
"3949",4046,66
"3950",4047,10
"3951",4048,17
"3952",4049,12
"3953",4050,39
"3954",4051,4
"3955",4052,35
"3956",4053,41
"3957",4054,20
"3958",4055,11
"3959",4056,15
"3960",4057,81
"3961",4058,23
"3962",4059,35
"3963",4060,75
"3964",4061,24
"3965",4062,17
"3966",4063,40
"3967",4064,3
"3968",4065,15
"3969",4066,30
"3970",4067,44
"3971",4068,60
"3972",4070,1
"3973",4071,60
"3974",4072,13
"3975",4073,33
"3976",4074,20
"3977",4075,37
"3978",4076,44
"3979",4077,31
"3980",4078,22
"3981",4079,8
"3982",4080,52
"3983",4081,13
"3984",4082,23
"3985",4083,12
"3986",4084,17
"3987",4085,63
"3988",4086,3
"3989",4087,41
"3990",4088,63
"3991",4089,10
"3992",4090,15
"3993",4091,3
"3994",4092,47
"3995",4093,6
"3996",4094,5
"3997",4095,50
"3998",4096,41
"3999",4097,19
"4000",4098,1
"4001",4099,1
"4002",4100,48
"4003",4101,17
"4004",4102,5
"4005",4103,6
"4006",4104,11
"4007",4105,50
"4008",4106,41
"4009",4107,25
"4010",4108,38
"4011",4109,15
"4012",4110,10
"4013",4111,2
"4014",4113,2
"4015",4114,11
"4016",4115,6
"4017",4116,86
"4018",4117,35
"4019",4118,25
"4020",4119,41
"4021",4120,9
"4022",4121,25
"4023",4122,151
"4024",4123,46
"4025",4124,12
"4026",4125,13
"4027",4126,56
"4028",4127,4
"4029",4128,35
"4030",4130,13
"4031",4131,22
"4032",4132,3
"4033",4134,93
"4034",4136,5
"4035",4138,58
"4036",4139,6
"4037",4140,35
"4038",4141,5
"4039",4142,14
"4040",4143,32
"4041",4144,38
"4042",4145,41
"4043",4146,74
"4044",4147,21
"4045",4148,11
"4046",4149,6
"4047",4150,45
"4048",4151,7
"4049",4152,12
"4050",4153,58
"4051",4154,29
"4052",4155,23
"4053",4156,14
"4054",4157,23
"4055",4158,10
"4056",4159,9
"4057",4160,1
"4058",4161,12
"4059",4162,87
"4060",4163,38
"4061",4164,25
"4062",4165,30
"4063",4166,31
"4064",4167,13
"4065",4168,24
"4066",4169,4
"4067",4170,15
"4068",4171,14
"4069",4172,46
"4070",4173,77
"4071",4174,58
"4072",4175,19
"4073",4177,12
"4074",4178,19
"4075",4179,43
"4076",4180,69
"4077",4181,1
"4078",4182,23
"4079",4183,53
"4080",4184,15
"4081",4185,55
"4082",4186,6
"4083",4187,32
"4084",4188,42
"4085",4189,119
"4086",4190,10
"4087",4191,4
"4088",4193,11
"4089",4194,134
"4090",4195,27
"4091",4196,58
"4092",4197,2
"4093",4199,16
"4094",4200,32
"4095",4201,14
"4096",4202,33
"4097",4203,1
"4098",4204,7
"4099",4205,4
"4100",4206,20
"4101",4207,9
"4102",4208,21
"4103",4209,3
"4104",4210,10
"4105",4211,61
"4106",4212,6
"4107",4213,37
"4108",4214,49
"4109",4215,58
"4110",4216,34
"4111",4217,6
"4112",4218,32
"4113",4219,5
"4114",4220,73
"4115",4221,2
"4116",4222,1
"4117",4223,1
"4118",4224,32
"4119",4225,14
"4120",4227,4
"4121",4228,28
"4122",4229,30
"4123",4230,12
"4124",4231,42
"4125",4232,18
"4126",4233,18
"4127",4234,2
"4128",4235,57
"4129",4236,4
"4130",4237,8
"4131",4238,75
"4132",4239,40
"4133",4240,7
"4134",4241,36
"4135",4242,49
"4136",4243,30
"4137",4245,13
"4138",4246,19
"4139",4247,49
"4140",4248,39
"4141",4249,37
"4142",4250,85
"4143",4251,28
"4144",4252,6
"4145",4253,4
"4146",4254,62
"4147",4255,15
"4148",4256,28
"4149",4257,39
"4150",4258,17
"4151",4259,32
"4152",4260,5
"4153",4261,17
"4154",4262,29
"4155",4263,14
"4156",4265,6
"4157",4266,6
"4158",4267,15
"4159",4268,4
"4160",4269,7
"4161",4270,17
"4162",4272,16
"4163",4273,7
"4164",4274,55
"4165",4275,1
"4166",4276,33
"4167",4277,29
"4168",4278,25
"4169",4279,8
"4170",4280,12
"4171",4281,49
"4172",4282,39
"4173",4283,68
"4174",4284,18
"4175",4285,36
"4176",4286,41
"4177",4287,33
"4178",4288,15
"4179",4289,13
"4180",4290,13
"4181",4291,25
"4182",4292,2
"4183",4293,21
"4184",4294,36
"4185",4295,53
"4186",4296,39
"4187",4297,14
"4188",4298,13
"4189",4299,17
"4190",4300,19
"4191",4301,37
"4192",4302,9
"4193",4303,12
"4194",4304,58
"4195",4305,10
"4196",4306,31
"4197",4307,9
"4198",4308,60
"4199",4309,18
"4200",4310,42
"4201",4311,30
"4202",4312,71
"4203",4313,16
"4204",4314,22
"4205",4315,37
"4206",4316,20
"4207",4317,67
"4208",4318,39
"4209",4319,5
"4210",4320,2
"4211",4321,39
"4212",4322,7
"4213",4323,46
"4214",4324,30
"4215",4325,12
"4216",4326,17
"4217",4327,38
"4218",4328,126
"4219",4329,4
"4220",4330,13
"4221",4332,31
"4222",4333,21
"4223",4334,22
"4224",4335,25
"4225",4336,31
"4226",4337,7
"4227",4338,69
"4228",4339,19
"4229",4340,51
"4230",4341,36
"4231",4342,66
"4232",4343,47
"4233",4344,33
"4234",4345,51
"4235",4346,29
"4236",4347,20
"4237",4348,1
"4238",4349,21
"4239",4350,5
"4240",4352,42
"4241",4353,72
"4242",4354,34
"4243",4355,12
"4244",4356,121
"4245",4357,38
"4246",4358,114
"4247",4359,11
"4248",4360,16
"4249",4361,3
"4250",4362,60
"4251",4363,33
"4252",4364,87
"4253",4365,48
"4254",4366,10
"4255",4368,41
"4256",4369,47
"4257",4370,43
"4258",4371,4
"4259",4372,14
"4260",4373,12
"4261",4374,10
"4262",4375,34
"4263",4376,17
"4264",4377,38
"4265",4378,17
"4266",4379,80
"4267",4380,19
"4268",4382,25
"4269",4383,14
"4270",4384,81
"4271",4385,31
"4272",4386,5
"4273",4387,49
"4274",4388,3
"4275",4389,16
"4276",4390,8
"4277",4391,33
"4278",4392,13
"4279",4393,52
"4280",4394,1
"4281",4395,29
"4282",4396,3
"4283",4397,37
"4284",4398,25
"4285",4399,11
"4286",4400,13
"4287",4401,20
"4288",4402,31
"4289",4403,20
"4290",4404,3
"4291",4405,30
"4292",4406,18
"4293",4407,29
"4294",4408,82
"4295",4409,39
"4296",4410,1
"4297",4411,30
"4298",4412,7
"4299",4413,4
"4300",4414,25
"4301",4415,71
"4302",4416,1
"4303",4417,60
"4304",4418,22
"4305",4419,63
"4306",4420,7
"4307",4421,28
"4308",4422,19
"4309",4423,35
"4310",4424,42
"4311",4425,14
"4312",4426,2
"4313",4427,41
"4314",4428,17
"4315",4429,19
"4316",4430,41
"4317",4431,13
"4318",4432,57
"4319",4433,40
"4320",4434,52
"4321",4435,23
"4322",4436,51
"4323",4437,1
"4324",4438,5
"4325",4439,7
"4326",4440,21
"4327",4441,28
"4328",4442,64
"4329",4443,11
"4330",4444,21
"4331",4445,39
"4332",4446,15
"4333",4447,4
"4334",4448,30
"4335",4449,16
"4336",4450,33
"4337",4451,23
"4338",4452,22
"4339",4453,4
"4340",4454,9
"4341",4455,3
"4342",4456,3
"4343",4457,72
"4344",4458,5
"4345",4459,21
"4346",4460,9
"4347",4461,12
"4348",4462,4
"4349",4463,38
"4350",4464,44
"4351",4465,42
"4352",4466,15
"4353",4467,27
"4354",4468,14
"4355",4469,6
"4356",4470,11
"4357",4471,10
"4358",4472,37
"4359",4473,14
"4360",4474,77
"4361",4475,19
"4362",4476,22
"4363",4477,7
"4364",4478,9
"4365",4479,49
"4366",4480,4
"4367",4481,66
"4368",4482,56
"4369",4483,15
"4370",4484,7
"4371",4485,15
"4372",4486,39
"4373",4487,19
"4374",4488,46
"4375",4489,5
"4376",4490,28
"4377",4491,81
"4378",4492,17
"4379",4493,7
"4380",4494,1
"4381",4495,14
"4382",4496,2
"4383",4497,40
"4384",4498,34
"4385",4499,42
"4386",4500,4
"4387",4501,20
"4388",4502,12
"4389",4503,39
"4390",4504,24
"4391",4505,34
"4392",4506,21
"4393",4507,19
"4394",4508,33
"4395",4509,82
"4396",4511,18
"4397",4512,36
"4398",4513,20
"4399",4514,3
"4400",4515,6
"4401",4516,6
"4402",4517,1
"4403",4518,16
"4404",4519,68
"4405",4520,28
"4406",4521,23
"4407",4522,42
"4408",4523,15
"4409",4524,19
"4410",4525,6
"4411",4526,61
"4412",4527,19
"4413",4528,23
"4414",4529,8
"4415",4530,2
"4416",4531,35
"4417",4532,27
"4418",4533,46
"4419",4534,1
"4420",4535,15
"4421",4536,10
"4422",4537,20
"4423",4539,8
"4424",4540,31
"4425",4541,14
"4426",4542,3
"4427",4543,42
"4428",4544,53
"4429",4545,39
"4430",4546,17
"4431",4547,3
"4432",4548,2
"4433",4549,21
"4434",4550,3
"4435",4551,8
"4436",4552,4
"4437",4553,48
"4438",4554,21
"4439",4555,8
"4440",4557,1
"4441",4558,15
"4442",4559,20
"4443",4560,8
"4444",4561,8
"4445",4562,35
"4446",4563,39
"4447",4564,39
"4448",4565,53
"4449",4566,24
"4450",4567,15
"4451",4568,14
"4452",4569,10
"4453",4570,25
"4454",4571,28
"4455",4572,13
"4456",4573,12
"4457",4574,40
"4458",4575,39
"4459",4577,88
"4460",4578,20
"4461",4579,101
"4462",4580,8
"4463",4581,8
"4464",4582,59
"4465",4583,36
"4466",4584,22
"4467",4585,22
"4468",4586,44
"4469",4587,37
"4470",4588,23
"4471",4589,62
"4472",4590,44
"4473",4591,28
"4474",4592,31
"4475",4593,8
"4476",4594,61
"4477",4595,32
"4478",4596,6
"4479",4597,12
"4480",4598,48
"4481",4599,18
"4482",4600,36
"4483",4601,22
"4484",4602,37
"4485",4603,12
"4486",4604,25
"4487",4605,44
"4488",4606,22
"4489",4607,22
"4490",4608,22
"4491",4609,22
"4492",4610,19
"4493",4611,28
"4494",4612,7
"4495",4613,10
"4496",4614,4
"4497",4615,22
"4498",4616,6
"4499",4617,18
"4500",4618,1
"4501",4619,11
"4502",4620,20
"4503",4621,2
"4504",4622,38
"4505",4623,92
"4506",4624,110
"4507",4625,30
"4508",4626,1
"4509",4627,30
"4510",4628,28
"4511",4629,8
"4512",4630,26
"4513",4631,3
"4514",4632,33
"4515",4633,53
"4516",4634,6
"4517",4635,9
"4518",4636,17
"4519",4637,25
"4520",4638,27
"4521",4639,1
"4522",4640,112
"4523",4641,57
"4524",4642,10
"4525",4643,44
"4526",4644,3
"4527",4645,104
"4528",4646,41
"4529",4647,41
"4530",4648,13
"4531",4649,2
"4532",4651,20
"4533",4652,5
"4534",4653,32
"4535",4654,29
"4536",4655,27
"4537",4656,17
"4538",4657,8
"4539",4658,11
"4540",4659,7
"4541",4660,2
"4542",4661,13
"4543",4662,5
"4544",4663,32
"4545",4664,15
"4546",4666,8
"4547",4667,54
"4548",4668,108
"4549",4669,13
"4550",4670,13
"4551",4671,27
"4552",4672,24
"4553",4673,32
"4554",4674,49
"4555",4675,59
"4556",4676,30
"4557",4677,48
"4558",4678,2
"4559",4679,22
"4560",4680,1
"4561",4681,51
"4562",4682,9
"4563",4684,12
"4564",4685,26
"4565",4686,39
"4566",4687,59
"4567",4688,8
"4568",4689,19
"4569",4690,7
"4570",4691,8
"4571",4692,30
"4572",4693,56
"4573",4694,33
"4574",4695,56
"4575",4696,8
"4576",4697,20
"4577",4698,9
"4578",4699,66
"4579",4700,33
"4580",4701,8
"4581",4702,37
"4582",4703,8
"4583",4704,34
"4584",4705,16
"4585",4706,8
"4586",4707,24
"4587",4708,21
"4588",4709,23
"4589",4710,8
"4590",4711,12
"4591",4712,27
"4592",4713,13
"4593",4714,12
"4594",4715,16
"4595",4716,15
"4596",4717,58
"4597",4718,13
"4598",4719,5
"4599",4720,25
"4600",4721,46
"4601",4722,10
"4602",4723,3
"4603",4724,15
"4604",4725,63
"4605",4726,22
"4606",4727,95
"4607",4728,27
"4608",4729,38
"4609",4730,31
"4610",4731,13
"4611",4732,13
"4612",4733,5
"4613",4734,33
"4614",4735,1
"4615",4736,62
"4616",4738,4
"4617",4739,38
"4618",4740,14
"4619",4741,21
"4620",4742,64
"4621",4743,23
"4622",4744,86
"4623",4745,16
"4624",4746,38
"4625",4747,32
"4626",4748,27
"4627",4749,65
"4628",4750,26
"4629",4751,27
"4630",4752,16
"4631",4753,14
"4632",4754,33
"4633",4755,15
"4634",4756,29
"4635",4757,1
"4636",4758,39
"4637",4759,10
"4638",4760,35
"4639",4761,22
"4640",4762,14
"4641",4763,2
"4642",4764,19
"4643",4765,24
"4644",4766,20
"4645",4767,4
"4646",4768,4
"4647",4769,1
"4648",4770,11
"4649",4771,4
"4650",4772,43
"4651",4773,22
"4652",4774,14
"4653",4775,2
"4654",4776,68
"4655",4777,52
"4656",4778,8
"4657",4779,9
"4658",4780,56
"4659",4781,19
"4660",4782,4
"4661",4783,29
"4662",4784,67
"4663",4785,7
"4664",4786,40
"4665",4787,66
"4666",4788,25
"4667",4789,23
"4668",4790,15
"4669",4791,13
"4670",4792,8
"4671",4793,53
"4672",4794,33
"4673",4795,36
"4674",4796,52
"4675",4797,7
"4676",4798,28
"4677",4799,11
"4678",4800,31
"4679",4801,73
"4680",4802,32
"4681",4803,1
"4682",4804,3
"4683",4805,19
"4684",4806,2
"4685",4807,61
"4686",4808,17
"4687",4809,28
"4688",4810,18
"4689",4811,7
"4690",4812,71
"4691",4813,26
"4692",4814,3
"4693",4815,5
"4694",4816,1
"4695",4817,37
"4696",4818,25
"4697",4819,8
"4698",4820,31
"4699",4821,43
"4700",4822,43
"4701",4823,13
"4702",4824,7
"4703",4825,101
"4704",4826,68
"4705",4827,27
"4706",4828,21
"4707",4829,42
"4708",4830,5
"4709",4831,16
"4710",4832,4
"4711",4833,49
"4712",4834,38
"4713",4835,4
"4714",4836,4
"4715",4837,36
"4716",4838,16
"4717",4839,101
"4718",4840,20
"4719",4841,21
"4720",4842,8
"4721",4843,61
"4722",4844,93
"4723",4845,23
"4724",4846,73
"4725",4847,1
"4726",4848,1
"4727",4849,46
"4728",4850,27
"4729",4851,17
"4730",4852,3
"4731",4853,14
"4732",4854,12
"4733",4856,44
"4734",4857,40
"4735",4858,27
"4736",4859,65
"4737",4860,38
"4738",4861,33
"4739",4862,3
"4740",4863,13
"4741",4864,1
"4742",4865,37
"4743",4866,59
"4744",4867,13
"4745",4868,83
"4746",4869,25
"4747",4870,35
"4748",4871,10
"4749",4872,8
"4750",4873,6
"4751",4875,8
"4752",4876,13
"4753",4877,23
"4754",4878,6
"4755",4879,1
"4756",4880,28
"4757",4881,1
"4758",4882,54
"4759",4883,60
"4760",4884,25
"4761",4885,32
"4762",4886,2
"4763",4887,7
"4764",4888,35
"4765",4889,10
"4766",4890,86
"4767",4891,32
"4768",4892,30
"4769",4893,12
"4770",4894,17
"4771",4895,34
"4772",4896,15
"4773",4897,6
"4774",4898,56
"4775",4899,53
"4776",4900,43
"4777",4901,1
"4778",4902,12
"4779",4903,3
"4780",4904,58
"4781",4905,20
"4782",4906,13
"4783",4907,22
"4784",4908,29
"4785",4909,14
"4786",4910,4
"4787",4911,19
"4788",4912,19
"4789",4913,4
"4790",4914,2
"4791",4915,17
"4792",4916,31
"4793",4917,7
"4794",4918,5
"4795",4919,13
"4796",4920,33
"4797",4921,18
"4798",4922,46
"4799",4923,12
"4800",4924,8
"4801",4925,24
"4802",4926,5
"4803",4927,17
"4804",4928,5
"4805",4929,22
"4806",4930,40
"4807",4931,38
"4808",4932,32
"4809",4933,66
"4810",4934,79
"4811",4935,24
"4812",4936,17
"4813",4937,31
"4814",4938,44
"4815",4939,30
"4816",4940,13
"4817",4941,7
"4818",4942,40
"4819",4944,30
"4820",4945,12
"4821",4946,49
"4822",4947,1
"4823",4948,19
"4824",4949,19
"4825",4950,62
"4826",4951,79
"4827",4952,21
"4828",4953,45
"4829",4954,35
"4830",4955,31
"4831",4956,2
"4832",4957,12
"4833",4958,15
"4834",4959,28
"4835",4960,37
"4836",4961,33
"4837",4962,4
"4838",4963,3
"4839",4964,14
"4840",4965,19
"4841",4966,28
"4842",4967,57
"4843",4968,7
"4844",4969,84
"4845",4970,10
"4846",4971,20
"4847",4972,22
"4848",4973,63
"4849",4974,49
"4850",4975,6
"4851",4976,25
"4852",4977,48
"4853",4978,31
"4854",4979,33
"4855",4980,8
"4856",4981,4
"4857",4982,7
"4858",4983,15
"4859",4984,86
"4860",4985,8
"4861",4986,22
"4862",4987,14
"4863",4988,6
"4864",4989,22
"4865",4990,32
"4866",4991,24
"4867",4992,50
"4868",4993,1
"4869",4994,28
"4870",4995,23
"4871",4996,8
"4872",4998,45
"4873",4999,22
"4874",5000,80
"4875",5001,11
"4876",5002,52
"4877",5003,17
"4878",5004,55
"4879",5005,7
"4880",5006,62
"4881",5007,34
"4882",5008,14
"4883",5009,27
"4884",5010,32
"4885",5011,12
"4886",5012,38
"4887",5013,40
"4888",5014,42
"4889",5015,21
"4890",5016,43
"4891",5017,28
"4892",5018,33
"4893",5019,10
"4894",5020,6
"4895",5021,10
"4896",5022,4
"4897",5023,40
"4898",5024,33
"4899",5025,14
"4900",5026,14
"4901",5027,29
"4902",5028,4
"4903",5029,8
"4904",5030,20
"4905",5031,8
"4906",5032,24
"4907",5033,1
"4908",5034,1
"4909",5035,11
"4910",5036,29
"4911",5037,22
"4912",5038,8
"4913",5039,3
"4914",5040,1
"4915",5041,33
"4916",5043,51
"4917",5044,10
"4918",5045,24
"4919",5046,44
"4920",5047,9
"4921",5048,18
"4922",5049,51
"4923",5050,12
"4924",5051,43
"4925",5052,7
"4926",5053,13
"4927",5054,7
"4928",5055,37
"4929",5056,19
"4930",5057,48
"4931",5058,18
"4932",5059,42
"4933",5060,52
"4934",5061,38
"4935",5062,14
"4936",5063,27
"4937",5064,16
"4938",5065,15
"4939",5066,15
"4940",5067,59
"4941",5068,20
"4942",5069,3
"4943",5070,9
"4944",5071,9
"4945",5073,29
"4946",5074,4
"4947",5075,45
"4948",5076,13
"4949",5077,25
"4950",5078,5
"4951",5079,10
"4952",5080,20
"4953",5081,45
"4954",5082,21
"4955",5083,37
"4956",5084,6
"4957",5085,55
"4958",5086,11
"4959",5087,68
"4960",5088,46
"4961",5089,42
"4962",5090,80
"4963",5091,5
"4964",5092,33
"4965",5093,33
"4966",5094,30
"4967",5095,15
"4968",5096,32
"4969",5097,32
"4970",5098,2
"4971",5099,11
"4972",5100,3
"4973",5101,19
"4974",5102,4
"4975",5103,3
"4976",5104,26
"4977",5105,13
"4978",5106,19
"4979",5107,53
"4980",5108,10
"4981",5109,10
"4982",5110,1
"4983",5111,40
"4984",5112,79
"4985",5113,6
"4986",5114,4
"4987",5115,13
"4988",5116,11
"4989",5117,39
"4990",5118,81
"4991",5119,17
"4992",5120,33
"4993",5121,10
"4994",5122,39
"4995",5123,25
"4996",5124,1
"4997",5125,13
"4998",5126,1
"4999",5127,57
"5000",5128,1
