"","Fiction","Other","Romantic","Suspense"
"4840",15,1,0,4
"4841",9,2,4,6
"4842",4,1,0,3
"4843",33,2,3,23
"4844",55,6,5,27
"4845",19,2,0,2
"4846",27,2,0,44
"4849",18,4,6,18
"4850",15,3,0,9
"4851",16,1,0,0
"4852",3,0,0,0
"4853",12,0,0,2
"4854",6,1,0,5
"4856",12,2,0,30
"4857",31,0,0,9
"4858",8,0,1,18
"4859",47,1,0,17
"4860",21,2,0,15
"4861",8,0,0,25
"4862",2,0,0,1
"4863",8,0,0,5
"4865",26,1,0,10
"4866",6,1,0,52
"4867",12,1,0,0
"4868",16,2,5,60
"4869",13,3,1,8
"4870",11,1,0,23
"4871",2,1,1,6
"4872",6,2,0,0
"4873",5,0,0,1
"4875",8,0,0,0
"4876",11,0,0,2
"4877",2,1,0,20
"4878",3,0,0,3
"4879",1,0,0,0
"4880",24,2,0,2
"4882",25,2,0,27
"4883",41,1,1,17
"4884",16,1,0,8
"4885",7,0,0,25
"4886",1,1,0,0
"4887",3,0,0,4
"4888",2,2,4,27
"4889",5,5,0,0
"4890",29,3,0,54
"4891",8,3,0,21
"4892",20,2,0,8
"4893",11,0,0,1
"4894",4,1,0,12
"4895",26,1,1,6
"4896",15,0,0,0
"4897",2,0,1,3
"4898",46,1,0,9
"4899",40,3,2,8
"4900",6,1,0,36
"4902",7,1,0,4
"4903",3,0,0,0
"4904",51,5,0,2
"4905",16,0,0,4
"4906",12,1,0,0
"4907",6,3,0,13
"4908",10,0,0,19
"4909",12,2,0,0
"4910",1,0,0,3
"4911",13,1,0,5
"4912",14,2,0,3
"4913",3,1,0,0
"4914",2,0,0,0
"4915",16,1,0,0
"4916",27,3,0,1
"4917",3,3,0,1
"4918",3,2,0,0
"4919",8,2,0,3
"4920",32,1,0,0
"4921",10,0,0,8
"4922",23,2,1,20
"4923",6,1,0,5
"4924",5,0,0,3
"4925",12,0,0,12
"4926",3,1,0,1
"4927",14,0,0,3
"4928",1,1,0,3
"4929",22,0,0,0
"4930",34,3,0,3
"4931",19,2,3,14
"4932",8,6,0,18
"4933",12,7,2,45
"4934",31,6,0,42
"4935",20,1,0,3
"4936",7,4,4,2
"4937",27,0,0,4
"4938",0,3,16,25
"4939",18,2,0,10
"4940",11,1,0,1
"4941",7,0,0,0
"4942",25,1,0,14
"4944",21,2,1,6
"4945",11,1,0,0
"4946",9,1,15,24
"4948",15,2,0,2
"4949",18,0,0,1
"4950",16,2,1,43
"4951",27,3,0,49
"4952",19,1,0,1
"4953",30,3,1,11
"4954",22,2,0,11
"4955",24,0,0,7
"4956",1,0,0,1
"4957",9,0,0,3
"4958",14,0,0,1
"4959",21,1,0,6
"4960",23,1,2,11
"4961",24,1,1,7
"4962",3,1,0,0
"4963",2,1,0,0
"4964",12,1,0,1
"4965",3,2,0,14
"4966",26,1,0,1
"4967",41,3,0,13
"4968",1,4,2,0
"4969",17,0,1,66
"4970",8,2,0,0
"4971",19,1,0,0
"4972",10,0,1,11
"4973",42,5,7,9
"4974",47,2,0,0
"4975",6,0,0,0
"4976",20,0,0,5
"4977",13,2,0,33
"4978",20,0,0,11
"4979",11,0,0,22
"4980",4,1,0,3
"4981",4,0,0,0
"4982",2,0,1,4
"4983",14,0,1,0
"4984",29,4,0,53
"4985",8,0,0,0
"4986",15,1,0,6
"4987",11,1,0,2
"4988",5,1,0,0
"4989",7,2,0,13
"4990",22,0,0,10
"4991",11,1,3,9
"4992",41,3,0,6
"4994",9,2,0,17
"4995",14,3,1,5
"4996",8,0,0,0
"4998",15,0,0,30
"4999",18,0,0,4
"5000",29,4,1,46
"5001",9,1,0,1
"5002",21,0,0,31
"5003",13,2,0,2
"5004",27,4,12,12
"5005",2,1,0,4
"5006",37,0,0,25
"5007",24,4,0,6
"5008",12,0,0,2
"5009",19,2,0,6
"5010",12,2,0,18
"5011",9,3,0,0
"5012",28,2,0,8
"5013",20,4,3,13
"5014",31,0,0,11
"5015",19,1,0,1
"5016",19,3,0,21
"5017",8,4,1,15
"5018",17,0,0,16
"5019",10,0,0,0
"5020",5,1,0,0
"5021",7,2,1,0
"5022",4,0,0,0
"5023",24,1,5,10
"5024",28,3,0,2
"5025",9,4,0,1
"5026",7,1,4,2
"5027",12,0,0,17
"5028",4,0,0,0
"5029",8,0,0,0
"5030",16,1,0,3
"5031",3,1,0,4
"5032",9,0,0,15
"5033",1,0,0,0
"5034",1,0,0,0
"5035",7,4,0,0
"5036",23,2,0,4
"5037",19,0,1,2
"5038",7,1,0,0
"5039",3,0,0,0
"5040",0,1,0,0
"5041",32,1,0,0
"5043",36,3,0,12
"5044",8,2,0,0
"5045",10,0,3,11
"5046",39,2,0,3
"5047",7,1,0,1
"5048",15,2,0,1
"5049",32,4,0,15
"5050",9,2,0,1
"5051",38,3,0,2
"5052",1,1,4,1
"5053",2,0,0,11
"5054",5,0,0,2
"5055",21,4,0,12
"5056",7,4,1,7
"5057",17,3,5,23
"5058",12,1,0,5
"5059",37,4,1,0
"5060",17,1,0,34
"5061",15,0,0,23
"5062",5,1,0,8
"5063",10,6,10,1
"5064",10,1,1,4
"5065",10,2,0,3
"5066",13,1,0,1
"5067",3,1,0,55
"5068",14,1,0,5
"5069",3,0,0,0
"5070",4,0,0,5
"5071",4,1,0,4
"5073",14,3,5,7
"5074",4,0,0,0
"5075",21,1,0,23
"5076",9,1,0,3
"5077",1,3,5,16
"5078",0,1,0,4
"5079",6,1,2,1
"5080",18,0,0,2
"5081",6,0,0,39
"5082",18,0,0,3
"5083",13,1,0,23
"5084",6,0,0,0
"5085",37,4,0,14
"5086",9,1,0,1
"5087",29,1,0,38
"5088",24,0,1,21
"5089",20,0,0,22
"5090",10,0,2,68
"5091",2,1,1,1
"5092",26,2,0,5
"5093",20,2,0,11
"5094",12,1,0,17
"5095",11,0,0,4
"5096",27,0,0,5
"5097",14,3,1,14
"5098",2,0,0,0
"5099",10,0,0,1
"5100",3,0,0,0
"5101",9,3,1,6
"5102",1,2,0,1
"5103",3,0,0,0
"5104",22,1,0,3
"5105",10,1,0,2
"5106",14,2,1,2
"5107",46,0,0,7
"5108",9,1,0,0
"5109",2,0,8,0
"5110",1,0,0,0
"5111",15,1,0,24
"5112",8,3,1,67
"5113",1,2,0,3
"5114",2,0,2,0
"5115",13,0,0,0
"5116",2,6,0,3
"5117",28,6,3,2
"5118",28,1,4,48
"5119",6,0,7,4
"5120",24,2,2,5
"5121",5,1,0,4
"5122",18,5,2,14
"5123",14,0,0,11
"5124",1,0,0,0
"5125",7,2,0,4
"5126",1,0,0,0
"5127",11,4,0,42
"5128",0,0,0,1
"5129",36,4,1,10
"5130",13,2,0,1
"5131",28,0,0,13
"5132",22,0,0,1
"5133",27,1,0,4
"5134",13,5,0,34
"5135",11,1,0,1
"5136",17,6,0,68
"5137",15,2,0,2
"5138",4,1,3,13
"5139",1,1,0,8
"5140",27,2,0,3
"5141",12,3,0,3
"5142",3,2,13,35
"5143",23,0,0,0
"5144",28,2,1,3
"5145",7,0,0,0
"5146",10,3,1,15
"5147",31,8,5,13
"5148",0,1,0,0
"5149",4,1,0,5
"5150",12,2,0,5
"5151",25,0,0,2
"5152",0,2,0,4
"5153",5,3,0,2
"5154",6,0,1,7
"5155",17,1,0,13
"5156",5,0,0,4
"5157",4,4,0,0
"5158",8,4,2,1
"5159",1,0,0,5
"5160",17,2,0,0
"5162",27,2,0,14
"5163",17,2,2,83
"5164",1,1,0,0
"5165",26,2,0,18
"5166",34,0,0,1
"5167",31,3,6,13
"5168",12,3,1,15
"5169",25,4,0,31
"5170",27,0,0,0
"5171",28,1,0,13
"5172",11,0,0,3
"5173",20,2,0,33
"5174",20,2,1,21
"5176",23,3,5,23
"5177",11,0,1,0
"5178",9,1,0,6
"5179",12,3,0,0
"5180",29,1,0,2
"5181",7,1,0,0
"5182",5,3,6,2
"5183",29,1,0,22
"5185",16,0,5,86
"5186",9,0,0,0
"5188",22,2,0,4
"5189",10,1,5,28
"5190",14,1,0,0
"5191",36,0,1,5
"5192",3,1,0,16
"5193",0,0,0,9
"5194",15,1,0,1
"5195",6,0,0,4
"5196",25,3,0,6
"5197",56,3,0,7
"5198",10,1,0,2
"5199",20,1,0,0
"5200",2,0,0,1
"5201",6,4,0,9
"5202",17,3,0,2
"5203",39,3,1,63
"5204",6,1,0,0
"5205",19,2,2,41
"5206",3,1,0,20
"5207",12,2,0,7
"5208",6,0,0,2
"5209",19,4,0,5
"5210",21,1,0,26
"5211",15,2,0,12
"5212",23,2,0,6
"5213",4,0,0,12
"5214",73,7,16,106
"5215",27,3,0,18
"5216",16,0,1,0
"5217",0,0,0,1
"5218",39,0,0,4
"5219",3,2,0,2
"5220",42,1,0,12
"5221",26,0,1,11
"5222",23,1,0,5
"5223",0,7,1,0
"5224",16,1,0,17
"5225",9,0,0,0
"5226",20,0,0,54
"5227",29,4,16,6
"5228",20,3,0,2
"5229",33,4,0,7
"5230",31,2,6,4
"5231",16,1,1,7
"5232",2,1,0,2
"5233",2,2,0,2
"5234",27,2,0,1
"5235",5,1,0,4
"5236",10,1,0,0
"5237",2,1,0,6
"5238",12,0,0,0
"5239",9,0,2,7
"5240",38,5,7,19
"5241",5,0,1,11
"5242",40,2,0,6
"5243",11,1,0,4
"5244",26,3,0,14
"5245",3,0,0,1
"5246",17,0,1,0
"5247",18,2,0,0
"5248",8,1,0,0
"5249",8,0,0,0
"5251",13,1,0,0
"5252",31,0,0,37
"5253",1,2,0,1
"5254",40,3,4,43
"5255",31,8,1,45
"5256",20,0,0,8
"5257",12,5,1,5
"5258",12,0,0,23
"5259",8,0,0,2
"5260",28,4,2,11
"5261",3,1,0,1
"5262",2,1,0,1
"5263",1,0,0,0
"5264",1,0,0,0
"5265",6,1,0,0
"5266",32,2,1,9
"5267",2,1,0,0
"5268",1,1,0,1
"5269",0,0,0,1
"5270",31,0,0,7
"5271",21,1,0,4
"5272",23,2,0,2
"5273",22,1,0,2
"5274",29,3,0,38
"5275",7,0,0,0
"5276",3,0,0,4
"5277",1,1,0,0
"5278",4,0,0,3
"5279",1,0,0,1
"5280",20,0,0,14
"5281",15,1,0,3
"5282",16,6,0,59
"5283",18,3,0,1
"5284",5,1,0,2
"5285",2,0,0,1
"5286",5,2,0,5
"5287",0,2,0,0
"5288",25,2,0,15
"5289",35,0,0,0
"5291",18,1,0,1
"5292",3,1,0,14
"5293",6,1,0,0
"5294",9,1,2,10
"5295",3,0,0,0
"5296",22,1,0,0
"5297",3,1,0,1
"5298",7,1,0,0
"5299",29,4,1,26
"5300",9,0,0,16
"5301",2,1,0,0
"5302",44,3,0,6
"5304",0,2,0,1
"5305",6,1,0,12
"5306",2,0,0,4
"5307",46,4,1,18
"5308",36,2,9,3
"5309",14,0,0,0
"5310",19,1,0,1
"5311",12,1,0,1
"5312",14,1,0,6
"5313",7,3,0,1
"5314",45,4,0,15
"5315",27,3,0,1
"5316",14,1,0,0
"5317",4,1,0,0
"5318",14,1,0,15
"5319",2,3,0,1
"5320",4,0,0,1
"5321",15,4,1,4
"5322",8,1,0,3
"5323",11,1,0,0
"5324",8,0,0,0
"5325",27,4,0,11
"5326",15,1,0,0
"5327",18,4,6,23
"5328",21,0,2,6
"5329",19,2,0,4
"5330",40,3,0,2
"5331",9,4,0,0
"5332",6,0,0,1
"5334",9,0,0,21
"5335",2,1,1,0
"5336",3,0,0,0
"5337",8,5,1,7
"5338",5,0,0,0
"5339",3,1,0,2
"5340",9,1,0,9
"5341",27,1,0,5
"5342",16,2,0,15
"5343",8,0,0,0
"5345",8,0,0,0
"5346",26,1,0,5
"5347",6,2,0,55
"5348",2,1,0,0
"5349",37,1,0,2
"5350",22,3,0,7
"5351",22,1,0,1
"5352",18,1,1,57
"5353",7,0,0,12
"5354",7,1,0,1
"5356",34,1,0,21
"5357",50,3,0,26
"5358",17,1,0,0
"5359",11,0,0,3
"5360",0,4,0,9
"5361",2,0,0,0
"5362",2,1,0,3
"5363",21,5,16,23
"5364",39,3,0,5
"5365",14,1,0,0
"5366",89,5,2,42
"5367",39,2,17,89
"5368",17,1,0,2
"5369",17,3,0,19
"5370",24,1,0,20
"5371",9,1,0,0
"5372",27,2,2,30
"5373",5,0,0,1
"5374",9,0,0,17
"5375",21,2,0,0
"5376",12,1,0,26
"5377",7,3,1,4
"5378",18,1,0,1
"5379",8,1,0,5
"5380",10,0,0,0
"5381",7,2,0,1
"5382",6,1,0,2
"5383",32,1,0,23
"5384",4,0,0,2
"5385",49,4,0,4
"5386",25,2,5,4
"5388",22,2,0,1
"5389",36,1,0,9
"5390",22,1,3,8
"5391",4,1,0,34
"5392",15,0,2,16
"5394",15,2,1,8
"5395",42,1,0,27
"5396",8,4,0,33
"5397",16,1,0,5
"5398",1,4,0,5
"5399",35,3,0,1
"5400",18,1,0,5
"5402",6,1,0,2
"5403",13,0,0,15
"5404",22,1,1,3
"5405",9,2,0,0
"5407",22,1,2,28
"5408",1,1,0,2
"5409",15,1,0,2
"5410",34,3,0,13
"5411",3,0,0,1
"5412",5,1,0,0
"5413",4,2,0,4
"5414",0,1,0,12
"5415",32,2,0,12
"5416",16,0,3,7
"5417",19,0,1,0
"5418",4,2,0,54
"5419",47,5,5,50
"5420",40,0,0,0
"5421",8,2,0,10
"5422",51,3,0,30
"5423",3,1,0,2
"5424",8,1,1,20
"5425",11,2,0,9
"5426",27,3,0,1
"5427",24,2,0,0
"5428",0,1,0,0
"5429",1,0,0,0
"5430",25,0,0,2
"5431",25,2,0,12
"5432",15,0,0,0
"5433",30,9,17,72
"5434",17,1,0,0
"5435",14,0,0,0
"5436",12,2,2,0
"5437",2,0,0,1
"5438",11,2,0,0
"5439",9,7,11,11
"5440",4,2,0,4
"5441",1,0,0,0
"5442",31,4,0,8
"5443",6,1,0,2
"5444",7,3,0,65
"5445",23,1,0,13
"5446",9,3,1,2
"5447",16,2,0,1
"5448",12,1,0,0
"5449",15,2,0,12
"5450",13,0,0,0
"5451",10,1,1,12
"5452",0,0,0,5
"5453",2,1,0,0
"5454",5,1,0,14
"5455",5,0,0,0
"5456",6,1,0,0
"5457",30,0,0,3
"5458",5,0,2,6
"5459",2,1,0,2
"5460",35,0,1,7
"5461",19,2,0,16
"5462",20,1,0,4
"5463",14,0,0,2
"5464",2,0,0,0
"5465",27,1,0,1
"5466",14,2,1,24
"5467",12,1,0,10
"5468",4,1,0,6
"5469",20,0,0,24
"5470",19,0,0,0
"5471",8,0,0,0
"5472",54,3,0,6
"5473",62,7,2,22
"5474",20,2,0,12
"5476",7,2,0,6
"5477",5,2,0,0
"5478",30,1,0,6
"5479",13,0,0,0
"5480",16,2,0,8
"5481",2,1,0,0
"5482",5,0,0,0
"5483",15,3,0,11
"5484",13,1,0,3
"5485",2,0,0,1
"5486",3,1,0,0
"5487",18,1,0,11
"5488",20,2,0,3
"5489",24,0,5,8
"5490",8,0,0,8
"5491",35,3,1,12
"5492",3,1,0,2
"5493",10,1,0,4
"5494",10,1,0,9
"5495",11,0,0,1
"5496",72,4,1,26
"5497",7,0,0,0
"5498",9,0,0,0
"5499",4,1,0,16
"5500",7,4,0,1
"5501",7,0,0,0
"5502",27,3,1,6
"5503",25,0,0,21
"5504",14,1,0,2
"5505",9,1,0,0
"5507",3,0,0,6
"5508",35,5,4,41
"5509",13,2,0,0
"5510",38,3,0,4
"5511",2,6,2,2
"5513",16,0,1,9
"5514",14,3,0,0
"5515",3,2,0,1
"5516",18,3,0,34
"5517",10,0,0,14
"5518",1,0,0,0
"5519",14,2,7,23
"5520",43,2,0,0
"5521",2,4,0,0
"5522",16,1,2,17
"5523",17,2,0,16
"5524",2,2,1,19
"5525",3,3,0,8
"5526",9,0,0,2
"5527",21,2,0,21
"5528",28,2,0,10
"5529",9,0,0,1
"5530",17,1,0,0
"5531",28,0,0,4
"5533",30,1,0,1
"5534",12,4,0,49
"5535",20,5,1,74
"5536",3,2,0,2
"5538",23,1,0,4
"5539",12,0,0,16
"5540",21,2,0,12
"5541",20,2,0,4
"5542",30,4,35,94
"5543",24,3,1,25
"5544",23,0,0,2
"5545",27,3,0,12
"5546",2,1,0,0
"5547",22,1,0,6
"5548",17,2,0,0
"5550",1,0,0,28
"5551",8,0,0,4
"5552",16,0,0,3
"5553",0,1,0,0
"5554",13,1,1,14
"5555",13,1,1,10
"5556",4,0,0,28
"5557",0,0,0,1
"5558",3,3,9,30
"5559",7,0,0,7
"5560",30,7,2,24
"5561",1,1,0,0
"5562",8,0,0,2
"5563",10,0,0,29
"5564",22,3,7,16
"5565",4,0,0,0
"5566",3,0,4,23
"5567",10,0,0,1
"5568",17,1,0,0
"5569",15,5,0,30
"5570",2,0,0,0
"5571",26,3,0,4
"5572",12,2,0,5
"5573",17,0,2,0
"5574",5,0,0,0
"5575",30,0,0,5
"5576",3,4,0,32
"5577",33,1,0,19
"5578",14,4,0,0
"5579",2,1,0,8
"5580",56,7,4,31
"5581",7,1,0,2
"5582",13,0,0,1
"5583",14,0,0,1
"5584",15,2,0,0
"5585",9,1,0,2
"5586",22,2,0,16
"5587",56,2,0,6
"5588",3,0,0,5
"5589",13,4,4,71
"5590",12,3,2,62
"5591",14,1,1,7
"5592",27,2,0,2
"5593",7,0,0,0
"5594",6,0,0,1
"5595",6,1,0,0
"5596",26,1,2,23
"5597",19,0,1,14
"5598",7,2,2,43
"5599",6,0,0,3
"5600",12,1,0,11
"5601",15,2,29,43
"5602",2,2,0,2
"5603",14,1,0,9
"5604",30,2,0,5
"5605",20,7,3,63
"5606",13,4,25,65
"5607",8,3,1,43
"5608",24,4,0,7
"5609",2,0,0,1
"5610",9,1,0,0
"5611",8,0,0,0
"5612",21,4,9,69
"5613",26,2,0,36
"5614",21,3,0,16
"5615",13,2,0,19
"5616",20,1,0,9
"5617",4,2,0,0
"5618",18,2,4,1
"5619",4,0,0,1
"5620",13,2,0,0
"5621",2,0,0,0
"5622",24,4,0,0
"5623",22,1,0,1
"5624",26,4,0,39
"5625",60,0,0,47
"5626",13,1,0,5
"5627",6,0,0,0
"5628",19,3,0,19
"5629",3,0,0,0
"5630",12,0,0,1
"5631",64,9,4,25
"5632",11,1,0,3
"5633",11,4,3,24
"5634",16,0,3,3
"5635",31,3,0,0
"5636",18,3,0,9
"5637",13,1,0,0
"5638",20,2,0,2
"5639",7,4,5,27
"5640",34,2,0,33
"5641",6,0,0,16
"5642",10,0,0,1
"5643",7,1,0,4
"5644",3,1,0,0
"5645",4,0,0,5
"5646",9,4,0,5
"5647",1,1,0,0
"5648",38,1,0,39
"5649",5,0,0,0
"5650",26,2,0,7
"5651",4,0,0,4
"5652",17,0,0,1
"5653",20,0,0,18
"5654",6,0,0,0
"5655",0,4,0,6
"5656",25,1,1,40
"5657",25,1,0,12
"5658",3,0,0,7
"5659",12,4,0,7
"5660",6,0,0,2
"5661",21,1,0,3
"5662",23,0,7,3
"5663",11,1,0,1
"5664",44,3,0,13
"5665",5,0,0,1
"5666",12,2,0,5
"5667",6,0,0,1
"5668",33,3,0,1
"5669",4,1,0,1
"5670",29,0,0,0
"5671",17,2,0,0
"5673",15,3,1,14
"5674",3,2,0,0
"5675",47,3,1,5
"5677",3,0,0,1
"5678",57,3,0,3
"5679",22,1,4,16
"5680",22,1,0,12
"5681",9,3,3,5
"5682",17,0,1,24
"5683",16,4,0,15
"5684",19,3,0,11
"5685",0,5,0,0
"5686",20,5,5,51
"5687",17,1,0,8
"5688",8,0,0,0
"5689",1,2,15,13
"5690",8,0,0,4
"5691",1,2,0,0
"5693",5,4,0,11
"5694",3,1,0,1
"5695",14,1,0,0
"5696",21,1,2,15
"5697",1,0,0,0
"5698",1,0,0,0
"5699",47,6,14,29
"5700",42,1,3,21
"5701",34,5,0,46
"5702",24,3,5,6
"5703",17,0,0,2
"5704",6,0,0,0
"5705",15,4,0,35
"5706",14,1,5,4
"5707",4,0,0,7
"5708",15,4,0,7
"5709",24,0,0,1
"5710",38,0,0,6
"5711",25,1,0,2
"5712",13,0,0,3
"5713",15,0,7,13
"5714",19,3,0,2
"5717",5,1,0,0
"5718",8,0,7,32
"5719",15,2,2,16
"5720",3,1,0,3
"5721",15,1,0,5
"5722",52,5,0,5
"5723",9,0,0,7
"5724",6,1,0,0
"5725",27,3,0,11
"5726",16,2,0,31
"5727",11,1,1,46
"5728",40,1,0,14
"5729",25,4,0,7
"5730",13,5,0,4
"5731",51,5,2,34
"5732",16,2,0,5
"5733",5,3,0,26
"5734",37,8,20,82
"5735",4,0,0,1
"5736",27,0,0,0
"5737",10,2,0,0
"5738",3,0,0,1
"5739",14,2,0,2
"5740",6,0,0,2
"5741",6,2,0,33
"5742",21,4,0,5
"5744",1,0,0,29
"5745",6,2,0,3
"5746",32,1,0,9
"5747",17,1,2,43
"5748",15,0,0,0
"5749",9,0,8,23
"5750",3,1,0,2
"5751",7,1,0,5
"5752",4,2,0,37
"5753",2,2,0,0
"5755",9,4,0,38
"5756",4,1,0,10
"5757",1,0,0,0
"5758",53,1,1,57
"5759",3,1,0,7
"5760",31,1,2,43
"5761",12,1,2,43
"5762",7,1,0,5
"5763",23,1,0,0
"5764",34,3,0,3
"5765",18,0,0,7
"5766",8,2,0,8
"5767",11,1,3,7
"5768",14,9,6,63
"5769",33,0,0,3
"5770",35,6,0,10
"5772",27,0,0,4
"5773",1,1,0,15
"5774",0,1,0,5
"5775",25,2,0,21
"5776",8,7,0,23
"5778",0,1,0,26
"5779",7,3,5,6
"5780",8,1,0,4
"5781",23,2,0,3
"5782",21,2,0,6
"5783",21,1,0,5
"5784",22,1,0,0
"5785",33,2,0,14
"5786",15,1,0,0
"5787",35,3,0,3
"5788",21,0,0,1
"5789",9,7,1,10
"5790",3,0,0,0
"5791",32,3,0,20
"5792",44,4,0,19
"5793",26,4,0,63
"5794",21,1,8,7
"5795",11,2,0,6
"5796",4,1,0,3
"5797",15,5,0,21
"5798",14,1,0,13
"5799",10,0,0,8
"5800",6,0,0,2
"5801",21,5,0,50
"5802",21,1,0,5
"5803",5,0,0,3
"5804",13,1,0,0
"5805",57,0,0,9
"5806",14,1,0,0
"5807",25,0,0,0
"5808",16,0,0,1
"5809",0,4,0,0
"5811",16,4,0,1
"5812",18,2,0,1
"5813",9,0,1,17
"5814",1,1,0,24
"5815",10,3,0,1
"5816",9,0,0,0
"5817",2,0,0,66
"5818",33,3,0,46
"5819",30,2,0,0
"5820",2,1,0,0
"5821",38,0,0,4
"5822",36,1,0,18
"5823",11,0,0,0
"5824",18,4,0,32
"5825",5,0,0,0
"5826",9,1,0,33
"5827",5,0,0,7
"5828",6,1,0,4
"5829",21,1,0,10
"5830",0,4,0,0
"5831",5,3,0,1
"5832",3,5,14,7
"5833",2,0,0,0
"5834",8,0,0,0
"5835",14,0,0,10
"5836",6,1,0,0
"5837",23,0,0,0
"5838",25,1,1,1
"5839",10,1,0,0
"5840",26,2,0,13
"5841",2,3,2,0
"5842",27,4,2,15
"5843",22,2,0,21
"5844",22,3,0,12
"5845",12,1,0,0
"5846",6,2,0,3
"5847",30,2,0,44
"5848",12,2,7,3
"5849",4,0,0,0
"5850",18,2,1,37
"5851",19,2,1,10
"5852",6,1,0,0
"5853",13,0,0,0
"5854",4,1,0,0
"5855",9,1,0,1
"5856",30,0,0,2
"5857",10,3,0,9
"5859",22,0,0,8
"5860",65,5,0,28
"5861",8,0,0,1
"5862",2,1,1,32
"5863",11,3,0,29
"5864",13,0,0,1
"5865",22,0,0,21
"5866",2,0,0,0
"5868",6,4,0,22
"5869",23,4,0,0
"5870",14,1,0,0
"5871",22,1,0,15
"5872",33,5,2,58
"5873",12,1,0,0
"5874",15,4,0,9
"5875",13,3,0,3
"5876",3,2,0,3
"5877",23,5,0,74
"5878",15,1,0,3
"5879",29,4,1,23
"5880",15,0,0,2
"5881",14,0,0,3
"5882",18,3,0,9
"5883",19,0,0,1
"5884",5,1,0,0
"5885",9,1,4,64
"5886",26,1,0,9
"5887",21,0,0,2
"5888",3,0,0,8
"5889",6,0,0,0
"5890",1,0,0,1
"5891",2,0,0,0
"5892",1,1,26,0
"5893",6,1,0,2
"5894",18,2,0,1
"5895",36,0,1,44
"5896",38,1,0,2
"5897",36,4,0,48
"5898",34,1,0,9
"5899",7,2,0,53
"5900",9,3,28,39
"5902",32,4,1,71
"5903",8,4,0,9
"5904",2,1,0,0
"5905",44,2,0,15
"5906",8,0,0,1
"5907",8,2,0,4
"5908",4,6,1,42
"5909",13,1,0,2
"5910",12,7,16,53
"5911",7,1,0,9
"5912",33,5,6,46
"5913",14,2,0,9
"5914",23,2,0,12
"5915",10,0,0,0
"5916",13,3,0,16
"5917",25,7,16,76
"5918",9,0,0,5
"5919",10,0,0,1
"5920",37,3,4,33
"5921",2,0,0,1
"5922",10,1,0,7
"5923",20,1,0,1
"5924",22,4,2,71
"5925",2,1,0,4
"5926",1,3,3,1
"5927",13,1,0,0
"5928",7,0,0,0
"5929",10,0,0,6
"5930",4,0,0,25
"5931",16,7,2,56
"5932",7,2,0,1
"5933",8,0,0,14
"5934",10,0,0,0
"5935",16,4,1,6
"5936",21,0,0,2
"5937",11,0,0,23
"5939",13,6,12,5
"5940",20,2,0,1
"5941",4,0,0,2
"5943",26,2,0,4
"5944",1,0,0,2
"5945",10,0,0,2
"5946",7,1,0,31
"5947",1,0,0,0
"5948",31,2,0,12
"5949",8,0,0,2
"5950",8,6,0,8
"5951",15,1,0,4
"5952",23,3,0,0
"5953",21,1,0,2
"5954",10,0,0,4
"5955",13,1,0,11
"5956",11,0,0,0
"5957",57,7,0,55
"5958",1,3,0,0
"5959",1,5,2,4
"5960",57,4,2,4
"5961",4,1,0,1
"5962",15,1,0,0
"5963",26,4,0,8
"5964",32,0,0,4
"5965",1,2,0,0
"5966",12,0,3,8
"5967",1,0,8,24
"5968",23,1,0,0
"5969",32,0,0,40
"5970",8,2,0,0
"5971",28,1,0,2
"5972",26,4,1,25
"5973",6,5,0,0
"5974",1,1,0,4
"5975",33,2,1,72
"5976",12,1,0,0
"5977",24,0,5,13
"5978",6,4,0,10
"5979",26,2,0,7
"5980",3,0,0,3
"5981",28,2,0,1
"5982",8,2,1,6
"5984",23,2,0,3
"5985",18,1,0,19
"5986",33,2,0,2
"5987",54,4,0,6
"5988",13,1,0,11
"5989",10,1,0,1
"5990",35,2,9,10
"5992",1,2,0,5
"5993",17,1,0,1
"5994",12,2,0,3
"5995",4,2,0,5
"5996",51,3,0,5
"5998",11,1,0,2
"5999",8,1,0,1
"6000",8,0,0,12
"6001",29,5,0,15
"6002",0,4,0,0
"6003",20,3,0,0
"6004",18,0,0,2
"6005",3,0,0,0
"6006",3,1,0,16
"6007",30,0,0,5
"6008",8,1,1,5
"6009",8,2,5,32
"6010",1,0,5,4
"6012",4,1,0,2
"6013",21,0,0,5
"6014",18,4,0,2
"6015",3,0,0,1
"6016",5,1,0,5
"6017",9,1,0,3
"6018",14,1,0,2
"6019",3,1,0,4
"6020",6,4,0,3
"6021",24,0,0,18
"6022",9,2,1,6
"6024",4,0,5,1
"6025",21,1,0,17
"6026",2,2,0,2
"6027",4,0,0,0
"6028",0,0,0,10
"6029",10,4,0,1
"6030",35,2,0,4
"6031",10,1,0,2
"6032",34,3,0,0
"6033",9,1,1,17
"6034",11,4,0,3
"6035",3,1,0,0
"6036",14,2,0,57
"6037",32,2,0,26
"6038",1,0,0,7
"6039",43,1,1,6
"6040",25,5,0,23
"6041",8,0,0,22
"6042",27,2,0,4
"6043",110,12,18,122
"6044",6,0,0,13
"6045",21,0,0,5
"6046",0,0,0,11
"6047",16,1,0,2
"6048",13,2,0,2
"6049",16,3,17,13
"6050",4,5,0,10
"6051",9,0,0,1
"6052",10,2,5,1
"6053",10,1,0,0
"6055",1,1,0,0
"6056",1,0,0,1
"6057",2,0,0,0
